context,question,answer
"Điều 151 Luật Doanh nghiệp 2020 quy định: Người quản lý doanh nghiệp bao gồm thành viên Hội đồng quản trị, Giám đốc hoặc Tổng giám đốc, thành viên Ban kiểm soát và các chức danh quản lý khác theo điều lệ công ty.","Người quản lý doanh nghiệp bao gồm những ai theo Điều 151 Luật Doanh nghiệp 2020?","Người quản lý doanh nghiệp bao gồm thành viên Hội đồng quản trị, Giám đốc hoặc Tổng giám đốc, thành viên Ban kiểm soát và các chức danh quản lý khác theo điều lệ."
"Điều 152 Luật Doanh nghiệp 2020 quy định: Người quản lý doanh nghiệp phải trung thực, cẩn trọng và hành động vì lợi ích tốt nhất của doanh nghiệp.","Người quản lý doanh nghiệp phải hành động như thế nào theo Điều 152 Luật Doanh nghiệp 2020?","Người quản lý doanh nghiệp phải trung thực, cẩn trọng và hành động vì lợi ích tốt nhất của doanh nghiệp."
"Điều 153 Luật Doanh nghiệp 2020 quy định: Người quản lý doanh nghiệp không được sử dụng thông tin, bí mật kinh doanh của doanh nghiệp để trục lợi cá nhân.","Người quản lý doanh nghiệp không được làm gì với thông tin doanh nghiệp theo Điều 153 Luật Doanh nghiệp 2020?","Người quản lý doanh nghiệp không được sử dụng thông tin, bí mật kinh doanh để trục lợi cá nhân."
"Điều 154 Luật Doanh nghiệp 2020 quy định: Người quản lý doanh nghiệp phải báo cáo đầy đủ, kịp thời về việc sở hữu cổ phần hoặc phần vốn góp trong doanh nghiệp khác.","Người quản lý doanh nghiệp phải báo cáo gì theo Điều 154 Luật Doanh nghiệp 2020?","Người quản lý doanh nghiệp phải báo cáo đầy đủ, kịp thời về việc sở hữu cổ phần hoặc phần vốn góp trong doanh nghiệp khác."
"Điều 155 Luật Doanh nghiệp 2020 quy định: Người quản lý doanh nghiệp chịu trách nhiệm bồi thường thiệt hại do hành vi vi phạm nghĩa vụ quản lý gây ra.","Người quản lý doanh nghiệp chịu trách nhiệm gì nếu vi phạm nghĩa vụ theo Điều 155 Luật Doanh nghiệp 2020?","Người quản lý doanh nghiệp chịu trách nhiệm bồi thường thiệt hại do hành vi vi phạm nghĩa vụ quản lý."
"Điều 156 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải công bố thông tin về người quản lý và giao dịch liên quan của họ trên Cổng thông tin quốc gia về đăng ký doanh nghiệp.","Doanh nghiệp phải công bố thông tin gì về người quản lý theo Điều 156 Luật Doanh nghiệp 2020?","Doanh nghiệp phải công bố thông tin về người quản lý và giao dịch liên quan trên Cổng thông tin quốc gia."
"Điều 157 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải tổ chức kiểm toán báo cáo tài chính hằng năm nếu là công ty đại chúng hoặc doanh nghiệp nhà nước.","Doanh nghiệp nào phải tổ chức kiểm toán báo cáo tài chính hằng năm theo Điều 157 Luật Doanh nghiệp 2020?","Công ty đại chúng hoặc doanh nghiệp nhà nước phải tổ chức kiểm toán báo cáo tài chính hằng năm."
"Điều 158 Luật Doanh nghiệp 2020 quy định: Báo cáo tài chính của doanh nghiệp phải được kiểm toán bởi tổ chức kiểm toán độc lập trước khi trình Đại hội đồng cổ đông hoặc Hội đồng thành viên.","Báo cáo tài chính của doanh nghiệp phải được kiểm toán như thế nào theo Điều 158 Luật Doanh nghiệp 2020?","Báo cáo tài chính phải được kiểm toán bởi tổ chức kiểm toán độc lập trước khi trình Đại hội đồng cổ đông hoặc Hội đồng thành viên."
"Điều 159 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải lưu giữ báo cáo kiểm toán tại trụ sở chính và cung cấp khi cơ quan có thẩm quyền yêu cầu.","Doanh nghiệp phải làm gì với báo cáo kiểm toán theo Điều 159 Luật Doanh nghiệp 2020?","Doanh nghiệp phải lưu giữ báo cáo kiểm toán tại trụ sở chính và cung cấp khi cơ quan có thẩm quyền yêu cầu."
"Điều 160 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải công khai báo cáo tài chính hằng năm trên Cổng thông tin quốc gia về đăng ký doanh nghiệp nếu là công ty đại chúng.","Doanh nghiệp nào phải công khai báo cáo tài chính hằng năm theo Điều 160 Luật Doanh nghiệp 2020?","Công ty đại chúng phải công khai báo cáo tài chính hằng năm trên Cổng thông tin quốc gia."
