context,question,answer
"Điều 101 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp nhà nước bao gồm các doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ hoặc cổ phần chi phối.","Doanh nghiệp nhà nước được định nghĩa như thế nào theo Điều 101 Luật Doanh nghiệp 2020?","Doanh nghiệp nhà nước là doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ hoặc cổ phần chi phối."
"Điều 102 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp nhà nước được tổ chức dưới hình thức công ty trách nhiệm hữu hạn hoặc công ty cổ phần.","Doanh nghiệp nhà nước được tổ chức dưới hình thức nào theo Điều 102 Luật Doanh nghiệp 2020?","Doanh nghiệp nhà nước được tổ chức dưới hình thức công ty trách nhiệm hữu hạn hoặc công ty cổ phần."
"Điều 103 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp nhà nước phải tuân thủ quy định về quản lý, sử dụng vốn và tài sản nhà nước theo pháp luật chuyên ngành.","Doanh nghiệp nhà nước có nghĩa vụ gì về quản lý vốn theo Điều 103 Luật Doanh nghiệp 2020?","Doanh nghiệp nhà nước phải tuân thủ quy định về quản lý, sử dụng vốn và tài sản nhà nước theo pháp luật."
"Điều 104 Luật Doanh nghiệp 2020 quy định: Cơ quan đại diện chủ sở hữu nhà nước thực hiện quyền, nghĩa vụ của chủ sở hữu đối với doanh nghiệp nhà nước.","Ai thực hiện quyền, nghĩa vụ của chủ sở hữu đối với doanh nghiệp nhà nước theo Điều 104 Luật Doanh nghiệp 2020?","Cơ quan đại diện chủ sở hữu nhà nước thực hiện quyền, nghĩa vụ đối với doanh nghiệp nhà nước."
"Điều 105 Luật Doanh nghiệp 2020 quy định: Hội đồng thành viên hoặc Chủ tịch công ty của doanh nghiệp nhà nước do cơ quan đại diện chủ sở hữu bổ nhiệm.","Ai bổ nhiệm Hội đồng thành viên hoặc Chủ tịch công ty của doanh nghiệp nhà nước theo Điều 105 Luật Doanh nghiệp 2020?","Cơ quan đại diện chủ sở hữu bổ nhiệm Hội đồng thành viên hoặc Chủ tịch công ty của doanh nghiệp nhà nước."
"Điều 106 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp nhà nước phải công khai thông tin về hoạt động kinh doanh, tài chính theo quy định của pháp luật.","Doanh nghiệp nhà nước phải công khai thông tin gì theo Điều 106 Luật Doanh nghiệp 2020?","Doanh nghiệp nhà nước phải công khai thông tin về hoạt động kinh doanh, tài chính theo quy định."
"Điều 107 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp nhà nước phải chịu trách nhiệm về hiệu quả sử dụng vốn, tài sản nhà nước và thực hiện các mục tiêu phát triển kinh tế - xã hội.","Doanh nghiệp nhà nước chịu trách nhiệm gì theo Điều 107 Luật Doanh nghiệp 2020?","Doanh nghiệp nhà nước chịu trách nhiệm về hiệu quả sử dụng vốn, tài sản và thực hiện mục tiêu phát triển kinh tế - xã hội."
"Điều 108 Luật Doanh nghiệp 2020 quy định: Công ty trách nhiệm hữu hạn một thành viên do Nhà nước nắm giữ 100% vốn điều lệ có Hội đồng thành viên hoặc Chủ tịch công ty.","Cơ quan quản lý của công ty trách nhiệm hữu hạn một thành viên do Nhà nước nắm giữ 100% vốn điều lệ là gì theo Điều 108 Luật Doanh nghiệp 2020?","Công ty trách nhiệm hữu hạn một thành viên do Nhà nước nắm giữ 100% vốn điều lệ có Hội đồng thành viên hoặc Chủ tịch công ty."
"Điều 109 Luật Doanh nghiệp 2020 quy định: Hội đồng thành viên của công ty trách nhiệm hữu hạn một thành viên do Nhà nước nắm giữ có từ 3 đến 7 thành viên.","Hội đồng thành viên của công ty trách nhiệm hữu hạn một thành viên do Nhà nước nắm giữ có bao nhiêu thành viên theo Điều 109 Luật Doanh nghiệp 2020?","Hội đồng thành viên có từ 3 đến 7 thành viên."
"Điều 110 Luật Doanh nghiệp 2020 quy định: Chủ tịch công ty của doanh nghiệp nhà nước có quyền quyết định các vấn đề quan trọng trong phạm vi được ủy quyền.","Chủ tịch công ty của doanh nghiệp nhà nước có quyền gì theo Điều 110 Luật Doanh nghiệp 2020?","Chủ tịch công ty có quyền quyết định các vấn đề quan trọng trong phạm vi được ủy quyền."
"Điều 111 Luật Doanh nghiệp 2020 quy định: Công ty trách nhiệm hữu hạn một thành viên do Nhà nước nắm giữ phải có Ban kiểm soát để giám sát hoạt động của công ty.","Công ty trách nhiệm hữu hạn một thành viên do Nhà nước nắm giữ phải có cơ quan nào theo Điều 111 Luật Doanh nghiệp 2020?","Công ty trách nhiệm hữu hạn một thành viên do Nhà nước nắm giữ phải có Ban kiểm soát để giám sát hoạt động."
"Điều 112 Luật Doanh nghiệp 2020 quy định: Công ty cổ phần do Nhà nước nắm giữ cổ phần chi phối có Hội đồng quản trị và Ban kiểm soát theo quy định của pháp luật.","Công ty cổ phần do Nhà nước nắm giữ cổ phần chi phối có cơ quan nào theo Điều 112 Luật Doanh nghiệp 2020?","Công ty cổ phần do Nhà nước nắm giữ cổ phần chi phối có Hội đồng quản trị và Ban kiểm soát."
"Điều 113 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp nhà nước phải thực hiện kiểm toán nội bộ và báo cáo kiểm toán theo quy định của pháp luật.","Doanh nghiệp nhà nước có nghĩa vụ gì về kiểm toán theo Điều 113 Luật Doanh nghiệp 2020?","Doanh nghiệp nhà nước phải thực hiện kiểm toán nội bộ và báo cáo kiểm toán theo quy định."
"Điều 114 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp nhà nước phải nộp báo cáo tài chính hằng năm cho cơ quan đại diện chủ sở hữu và cơ quan thuế.","Doanh nghiệp nhà nước phải nộp báo cáo tài chính cho ai theo Điều 114 Luật Doanh nghiệp 2020?","Doanh nghiệp nhà nước phải nộp báo cáo tài chính cho cơ quan đại diện chủ sở hữu và cơ quan thuế."
"Điều 115 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp nhà nước được tổ chức lại hoặc chuyển đổi sở hữu theo quyết định của cơ quan đại diện chủ sở hữu.","Doanh nghiệp nhà nước được tổ chức lại hoặc chuyển đổi sở hữu theo quyết định của ai theo Điều 115 Luật Doanh nghiệp 2020?","Doanh nghiệp nhà nước được tổ chức lại hoặc chuyển đổi sở hữu theo quyết định của cơ quan đại diện chủ sở hữu."
"Điều 116 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp nhà nước phải thực hiện các nhiệm vụ công ích hoặc nhiệm vụ chính trị - xã hội khi được Nhà nước giao.","Doanh nghiệp nhà nước phải thực hiện nhiệm vụ gì khi được giao theo Điều 116 Luật Doanh nghiệp 2020?","Doanh nghiệp nhà nước phải thực hiện nhiệm vụ công ích hoặc chính trị - xã hội khi được Nhà nước giao."
"Điều 117 Luật Doanh nghiệp 2020 quy định: Công ty mẹ và công ty con trong mô hình tập đoàn kinh tế hoặc tổng công ty có quan hệ sở hữu vốn hoặc quyền quản lý theo điều lệ.","Mối quan hệ giữa công ty mẹ và công ty con được xác định như thế nào theo Điều 117 Luật Doanh nghiệp 2020?","Công ty mẹ và công ty con có quan hệ sở hữu vốn hoặc quyền quản lý theo điều lệ."
"Điều 118 Luật Doanh nghiệp 2020 quy định: Công ty mẹ có quyền quyết định các vấn đề quan trọng của công ty con, bao gồm tổ chức lại, giải thể hoặc bổ nhiệm người quản lý.","Công ty mẹ có quyền gì đối với công ty con theo Điều 118 Luật Doanh nghiệp 2020?","Công ty mẹ có quyền quyết định tổ chức lại, giải thể hoặc bổ nhiệm người quản lý của công ty con."
"Điều 119 Luật Doanh nghiệp 2020 quy định: Công ty con không được góp vốn hoặc mua cổ phần của công ty mẹ, trừ trường hợp pháp luật có quy định khác.","Công ty con có được góp vốn vào công ty mẹ không theo Điều 119 Luật Doanh nghiệp 2020?","Công ty con không được góp vốn hoặc mua cổ phần của công ty mẹ, trừ trường hợp pháp luật quy định khác."
"Điều 120 Luật Doanh nghiệp 2020 quy định: Công ty mẹ phải chịu trách nhiệm liên đới đối với nghĩa vụ của công ty con nếu công ty con mất khả năng thanh toán.","Công ty mẹ chịu trách nhiệm gì đối với công ty con theo Điều 120 Luật Doanh nghiệp 2020?","Công ty mẹ chịu trách nhiệm liên đới đối với nghĩa vụ của công ty con nếu công ty con mất khả năng thanh toán."
"Điều 121 Luật Doanh nghiệp 2020 quy định: Công ty mẹ phải lập báo cáo tài chính hợp nhất, bao gồm báo cáo tài chính của công ty mẹ và công ty con.","Công ty mẹ phải lập báo cáo gì theo Điều 121 Luật Doanh nghiệp 2020?","Công ty mẹ phải lập báo cáo tài chính hợp nhất, bao gồm báo cáo của công ty mẹ và công ty con."
"Điều 122 Luật Doanh nghiệp 2020 quy định: Công ty mẹ và công ty con phải công khai thông tin về sở hữu chéo và các giao dịch liên quan theo quy định của pháp luật.","Công ty mẹ và công ty con phải công khai thông tin gì theo Điều 122 Luật Doanh nghiệp 2020?","Công ty mẹ và công ty con phải công khai thông tin về sở hữu chéo và các giao dịch liên quan."
"Điều 123 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải thực hiện các giao dịch với bên có liên quan theo nguyên tắc thị trường và công khai, minh bạch.","Doanh nghiệp phải thực hiện giao dịch với bên có liên quan như thế nào theo Điều 123 Luật Doanh nghiệp 2020?","Doanh nghiệp phải thực hiện giao dịch với bên có liên quan theo nguyên tắc thị trường, công khai, minh bạch."
"Điều 124 Luật Doanh nghiệp 2020 quy định: Các giao dịch giữa công ty với cổ đông, thành viên hoặc người quản lý phải được Đại hội đồng cổ đông hoặc Hội đồng thành viên phê duyệt nếu vượt ngưỡng giá trị theo quy định.","Giao dịch nào phải được phê duyệt theo Điều 124 Luật Doanh nghiệp 2020?","Giao dịch giữa công ty với cổ đông, thành viên hoặc người quản lý phải được Đại hội đồng cổ đông hoặc Hội đồng thành viên phê duyệt nếu vượt ngưỡng giá trị."
"Điều 125 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải lưu giữ hồ sơ các giao dịch với bên có liên quan để phục vụ kiểm tra, giám sát.","Doanh nghiệp phải lưu giữ gì liên quan đến giao dịch với bên có liên quan theo Điều 125 Luật Doanh nghiệp 2020?","Doanh nghiệp phải lưu giữ hồ sơ các giao dịch với bên có liên quan để kiểm tra, giám sát."
"Điều 126 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải báo cáo các giao dịch với bên có liên quan trong báo cáo thường niên hoặc báo cáo quản trị công ty.","Doanh nghiệp phải báo cáo giao dịch với bên có liên quan ở đâu theo Điều 126 Luật Doanh nghiệp 2020?","Doanh nghiệp phải báo cáo giao dịch với bên có liên quan trong báo cáo thường niên hoặc báo cáo quản trị công ty."
"Điều 127 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải đảm bảo quyền lợi của cổ đông, thành viên không có liên quan trong các giao dịch với bên có liên quan.","Doanh nghiệp phải đảm bảo quyền lợi của ai trong giao dịch với bên có liên quan theo Điều 127 Luật Doanh nghiệp 2020?","Doanh nghiệp phải đảm bảo quyền lợi của cổ đông, thành viên không có liên quan trong giao dịch với bên có liên quan."
"Điều 128 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải có hệ thống quản trị rủi ro để phát hiện và xử lý các rủi ro trong hoạt động kinh doanh.","Doanh nghiệp phải có hệ thống gì theo Điều 128 Luật Doanh nghiệp 2020?","Doanh nghiệp phải có hệ thống quản trị rủi ro để phát hiện và xử lý rủi ro trong kinh doanh."
"Điều 129 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải xây dựng quy chế quản trị nội bộ phù hợp với quy định của pháp luật và điều lệ công ty.","Doanh nghiệp phải xây dựng gì theo Điều 129 Luật Doanh nghiệp 2020?","Doanh nghiệp phải xây dựng quy chế quản trị nội bộ phù hợp với pháp luật và điều lệ công ty."
"Điều 130 Luật Doanh nghiệp 2020 quy định: Quy chế quản trị nội bộ của công ty phải quy định rõ quyền, nghĩa vụ của Hội đồng quản trị, Ban kiểm soát và Giám đốc hoặc Tổng giám đốc.","Quy chế quản trị nội bộ phải quy định gì theo Điều 130 Luật Doanh nghiệp 2020?","Quy chế quản trị nội bộ phải quy định rõ quyền, nghĩa vụ của Hội đồng quản trị, Ban kiểm soát và Giám đốc hoặc Tổng giám đốc."
"Điều 131 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải công khai quy chế quản trị nội bộ trên trang thông tin điện tử của công ty nếu là công ty đại chúng.","Doanh nghiệp nào phải công khai quy chế quản trị nội bộ theo Điều 131 Luật Doanh nghiệp 2020?","Công ty đại chúng phải công khai quy chế quản trị nội bộ trên trang thông tin điện tử."
"Điều 132 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải đảm bảo quyền tiếp cận thông tin của cổ đông, thành viên theo quy định của pháp luật.","Doanh nghiệp phải đảm bảo quyền gì cho cổ đông, thành viên theo Điều 132 Luật Doanh nghiệp 2020?","Doanh nghiệp phải đảm bảo quyền tiếp cận thông tin của cổ đông, thành viên theo quy định."
"Điều 133 Luật Doanh nghiệp 2020 quy định: Cổ đông, thành viên có quyền kiểm tra, sao chép các tài liệu như điều lệ, biên bản họp, sổ đăng ký cổ đông hoặc thành viên.","Cổ đông, thành viên có quyền gì với tài liệu công ty theo Điều 133 Luật Doanh nghiệp 2020?","Cổ đông, thành viên có quyền kiểm tra, sao chép điều lệ, biên bản họp, sổ đăng ký cổ đông hoặc thành viên."
"Điều 134 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải cung cấp thông tin đầy đủ, chính xác, kịp thời cho cổ đông, thành viên khi được yêu cầu.","Doanh nghiệp có nghĩa vụ gì về cung cấp thông tin cho cổ đông, thành viên theo Điều 134 Luật Doanh nghiệp 2020?","Doanh nghiệp phải cung cấp thông tin đầy đủ, chính xác, kịp thời cho cổ đông, thành viên khi được yêu cầu."
"Điều 135 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải tổ chức họp Đại hội đồng cổ đông hoặc Hội đồng thành viên đúng thời hạn và theo quy định của pháp luật.","Doanh nghiệp phải tổ chức họp nào theo Điều 135 Luật Doanh nghiệp 2020?","Doanh nghiệp phải tổ chức họp Đại hội đồng cổ đông hoặc Hội đồng thành viên đúng thời hạn và quy định."
"Điều 136 Luật Doanh nghiệp 2020 quy định: Biên bản họp Đại hội đồng cổ đông hoặc Hội đồng thành viên phải được lưu giữ và công khai theo quy định của pháp luật.","Biên bản họp Đại hội đồng cổ đông hoặc Hội đồng thành viên phải được làm gì theo Điều 136 Luật Doanh nghiệp 2020?","Biên bản họp phải được lưu giữ và công khai theo quy định."
"Điều 137 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải đảm bảo quyền biểu quyết của cổ đông, thành viên được thực hiện công bằng và minh bạch.","Doanh nghiệp phải đảm bảo quyền gì của cổ đông, thành viên theo Điều 137 Luật Doanh nghiệp 2020?","Doanh nghiệp phải đảm bảo quyền biểu quyết của cổ đông, thành viên được thực hiện công bằng, minh bạch."
"Điều 138 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải lập sổ đăng ký cổ đông hoặc thành viên để ghi nhận thông tin về cổ đông, thành viên và quyền lợi của họ.","Doanh nghiệp phải lập sổ gì theo Điều 138 Luật Doanh nghiệp 2020?","Doanh nghiệp phải lập sổ đăng ký cổ đông hoặc thành viên để ghi nhận thông tin và quyền lợi của họ."
