context,question,answer
"Điều 1 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Bộ luật Hình sự quy định về tội phạm, hình phạt và các biện pháp tư pháp nhằm bảo vệ chủ quyền quốc gia, an ninh, trật tự an toàn xã hội, quyền con người, quyền công dân, bảo vệ pháp chế xã hội chủ nghĩa.","Bộ luật Hình sự 2015 quy định mục đích gì theo Điều 1?","Bộ luật Hình sự quy định về tội phạm, hình phạt, biện pháp tư pháp để bảo vệ chủ quyền, an ninh, trật tự xã hội, quyền con người, quyền công dân và pháp chế xã hội chủ nghĩa."
"Điều 2 Bộ luật Hình sự 2015 quy định: Nguyên tắc xử lý tội phạm dựa trên pháp luật, bình đẳng, nhân đạo, tôn trọng quyền con người và quyền công dân.","Nguyên tắc xử lý tội phạm theo Điều 2 là gì?","Nguyên tắc xử lý tội phạm dựa trên pháp luật, bình đẳng, nhân đạo, tôn trọng quyền con người và quyền công dân."
"Điều 3 Bộ luật Hình sự 2015 quy định: Chỉ người thực hiện hành vi được quy định trong Bộ luật này mới bị coi là phạm tội và phải chịu hình phạt.","Ai bị coi là phạm tội theo Điều 3?","Chỉ người thực hiện hành vi được quy định trong Bộ luật Hình sự mới bị coi là phạm tội và chịu hình phạt."
"Điều 4 Bộ luật Hình sự 2015 quy định: Không áp dụng hồi tố đối với các quy định làm bất lợi cho người phạm tội, trừ trường hợp quy định nhẹ hơn hình phạt hoặc không coi là tội phạm.","Quy định về hồi tố của Bộ luật Hình sự được nêu như thế nào trong Điều 4?","Không áp dụng hồi tố các quy định bất lợi cho người phạm tội, trừ khi quy định nhẹ hơn hình phạt hoặc không coi là tội phạm."
"Điều 5 Bộ luật Hình sự 2015 quy định: Tội phạm là hành vi nguy hiểm cho xã hội được quy định trong Bộ luật Hình sự, do người có năng lực trách nhiệm hình sự thực hiện một cách cố ý hoặc vô ý.","Tội phạm được định nghĩa như thế nào theo Điều 5?","Tội phạm là hành vi nguy hiểm cho xã hội được quy định trong Bộ luật Hình sự, do người có năng lực trách nhiệm hình sự thực hiện cố ý hoặc vô ý."
"Điều 6 Bộ luật Hình sự 2015 quy định: Hành vi nguy hiểm cho xã hội là hành vi gây thiệt hại hoặc đe dọa gây thiệt hại đến các quan hệ xã hội được pháp luật bảo vệ.","Hành vi nguy hiểm cho xã hội là gì theo Điều 6?","Hành vi nguy hiểm cho xã hội là hành vi gây thiệt hại hoặc đe dọa gây thiệt hại đến quan hệ xã hội được pháp luật bảo vệ."
"Điều 7 Bộ luật Hình sự 2015 quy định: Chỉ xử lý hình sự đối với hành vi được quy định là tội phạm trong Bộ luật này, không xử lý hành vi không được quy định là tội phạm.","Hành vi nào bị xử lý hình sự theo Điều 7?","Chỉ hành vi được quy định là tội phạm trong Bộ luật Hình sự mới bị xử lý hình sự."
"Điều 8 Bộ luật Hình sự 2015 quy định: Năng lực trách nhiệm hình sự là khả năng của một người nhận thức và điều khiển hành vi của mình, áp dụng cho người từ đủ 16 tuổi trở lên hoặc từ đủ 14 tuổi trở lên đối với một số tội phạm nghiêm trọng.","Năng lực trách nhiệm hình sự được xác định như thế nào theo Điều 8?","Năng lực trách nhiệm hình sự là khả năng nhận thức và điều khiển hành vi, áp dụng cho người từ đủ 16 tuổi hoặc từ đủ 14 tuổi đối với tội nghiêm trọng."
"Điều 9 Bộ luật Hình sự 2015 quy định: Cố ý phạm tội là trường hợp người phạm tội nhận thức rõ hành vi của mình là nguy hiểm, thấy trước hậu quả và mong muốn hoặc để mặc hậu quả xảy ra.","Cố ý phạm tội được định nghĩa như thế nào theo Điều 9?","Cố ý phạm tội là khi người phạm tội nhận thức hành vi nguy hiểm, thấy trước hậu quả và mong muốn hoặc để mặc hậu quả xảy ra."
"Điều 10 Bộ luật Hình sự 2015 quy định: Vô ý phạm tội là trường hợp người phạm tội không thấy trước hậu quả nguy hiểm của hành vi, dù có thể thấy trước, hoặc thấy trước nhưng cho rằng hậu quả sẽ không xảy ra.","Vô ý phạm tội là gì theo Điều 10?","Vô ý phạm tội là khi người phạm tội không thấy trước hậu quả nguy hiểm dù có thể thấy trước, hoặc thấy trước nhưng cho rằng hậu quả không xảy ra."
"Điều 11 Bộ luật Hình sự 2015 quy định: Người từ đủ 16 tuổi chịu trách nhiệm hình sự về mọi tội phạm, trừ trường hợp pháp luật có quy định khác.","Ai chịu trách nhiệm hình sự về mọi tội phạm theo Điều 11?","Người từ đủ 16 tuổi chịu trách nhiệm hình sự về mọi tội phạm, trừ trường hợp pháp luật quy định khác."
"Điều 12 Bộ luật Hình sự 2015 quy định: Người từ đủ 14 tuổi đến dưới 16 tuổi chỉ chịu trách nhiệm hình sự về tội phạm rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý.","Người từ đủ 14 tuổi đến dưới 16 tuổi chịu trách nhiệm hình sự trong trường hợp nào theo Điều 12?","Người từ đủ 14 tuổi đến dưới 16 tuổi chỉ chịu trách nhiệm hình sự về tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý."
"Điều 13 Bộ luật Hình sự 2015 quy định: Người không có năng lực trách nhiệm hình sự do mắc bệnh tâm thần hoặc bệnh khác làm mất khả năng nhận thức hoặc điều khiển hành vi không phải chịu trách nhiệm hình sự.","Ai không phải chịu trách nhiệm hình sự theo Điều 13?","Người mắc bệnh tâm thần hoặc bệnh khác làm mất khả năng nhận thức hoặc điều khiển hành vi không phải chịu trách nhiệm hình sự."
"Điều 14 Bộ luật Hình sự 2015 quy định: Tình trạng không có năng lực trách nhiệm hình sự được xác định tại thời điểm thực hiện hành vi phạm tội.","Thời điểm xác định tình trạng không có năng lực trách nhiệm hình sự là khi nào theo Điều 14?","Tình trạng không có năng lực trách nhiệm hình sự được xác định tại thời điểm thực hiện hành vi phạm tội."
"Điều 15 Bộ luật Hình sự 2015 quy định: Chuẩn bị phạm tội là hành vi tìm kiếm, chuẩn bị công cụ, phương tiện hoặc tạo điều kiện để phạm tội, nhưng chưa thực hiện được hành vi phạm tội.","Chuẩn bị phạm tội là gì theo Điều 15?","Chuẩn bị phạm tội là hành vi tìm kiếm, chuẩn bị công cụ, phương tiện hoặc tạo điều kiện để phạm tội, nhưng chưa thực hiện hành vi phạm tội."
