context,question,answer
"Điều 401 Bộ luật Hình sự 2015 quy định: Trách nhiệm hình sự của pháp nhân thương mại chỉ được áp dụng khi pháp nhân thực hiện hành vi phạm tội thuộc các trường hợp được quy định trong Bộ luật này.","Trách nhiệm hình sự của pháp nhân thương mại được áp dụng khi nào theo Điều 401?","Trách nhiệm hình sự của pháp nhân thương mại được áp dụng khi pháp nhân thực hiện hành vi phạm tội thuộc các trường hợp được quy định trong Bộ luật Hình sự 2015."
"Điều 402 Bộ luật Hình sự 2015 quy định: Các hành vi phạm tội mà pháp nhân thương mại phải chịu trách nhiệm hình sự bao gồm các tội phạm được liệt kê trong Chương XXVI, như tội gây ô nhiễm môi trường, tội buôn lậu, hoặc tội vi phạm quy định về cạnh tranh.","Các hành vi phạm tội nào mà pháp nhân thương mại phải chịu trách nhiệm theo Điều 402?","Các hành vi phạm tội mà pháp nhân thương mại phải chịu trách nhiệm bao gồm các tội được liệt kê trong Chương XXVI, như tội gây ô nhiễm môi trường, tội buôn lậu, hoặc tội vi phạm quy định về cạnh tranh."
"Điều 403 Bộ luật Hình sự 2015 quy định: Hình phạt chính áp dụng đối với pháp nhân thương mại phạm tội bao gồm phạt tiền, cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định hoặc giải thể.","Hình phạt chính áp dụng cho pháp nhân thương mại phạm tội là gì theo Điều 403?","Hình phạt chính áp dụng cho pháp nhân thương mại phạm tội bao gồm phạt tiền, cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định hoặc giải thể."
"Điều 404 Bộ luật Hình sự 2015 quy định: Hình phạt bổ sung áp dụng đối với pháp nhân thương mại phạm tội bao gồm tịch thu tài sản, cấm huy động vốn hoặc bồi thường thiệt hại.","Hình phạt bổ sung áp dụng cho pháp nhân thương mại phạm tội là gì theo Điều 404?","Hình phạt bổ sung áp dụng cho pháp nhân thương mại phạm tội bao gồm tịch thu tài sản, cấm huy động vốn hoặc bồi thường thiệt hại."
"Điều 405 Bộ luật Hình sự 2015 quy định: Pháp nhân thương mại chỉ chịu trách nhiệm hình sự khi hành vi phạm tội được thực hiện nhân danh pháp nhân, vì lợi ích của pháp nhân và do người có thẩm quyền của pháp nhân ra lệnh hoặc chấp thuận.","Điều kiện để pháp nhân thương mại chịu trách nhiệm hình sự là gì theo Điều 405?","Pháp nhân thương mại chịu trách nhiệm hình sự khi hành vi phạm tội được thực hiện nhân danh pháp nhân, vì lợi ích của pháp nhân và do người có thẩm quyền ra lệnh hoặc chấp thuận."
"Điều 406 Bộ luật Hình sự 2015 quy định: Việc truy cứu trách nhiệm hình sự pháp nhân thương mại không loại trừ trách nhiệm hình sự của cá nhân thực hiện hành vi phạm tội.","Truy cứu trách nhiệm hình sự pháp nhân thương mại có ảnh hưởng đến trách nhiệm hình sự cá nhân không theo Điều 406?","Việc truy cứu trách nhiệm hình sự pháp nhân thương mại không loại trừ trách nhiệm hình sự của cá nhân thực hiện hành vi phạm tội."
"Điều 407 Bộ luật Hình sự 2015 quy định: Thời hiệu truy cứu trách nhiệm hình sự đối với pháp nhân thương mại được tính tương tự như đối với cá nhân, trừ trường hợp pháp luật có quy định khác.","Thời hiệu truy cứu trách nhiệm hình sự đối với pháp nhân thương mại được quy định như thế nào theo Điều 407?","Thời hiệu truy cứu trách nhiệm hình sự đối với pháp nhân thương mại được tính tương tự như đối với cá nhân, trừ trường hợp pháp luật có quy định khác."
"Điều 408 Bộ luật Hình sự 2015 quy định: Pháp nhân thương mại có thể được miễn trách nhiệm hình sự nếu hành vi phạm tội không gây hậu quả nghiêm trọng hoặc pháp nhân tự nguyện khắc phục hậu quả.","Pháp nhân thương mại có thể được miễn trách nhiệm hình sự trong trường hợp nào theo Điều 408?","Pháp nhân thương mại có thể được miễn trách nhiệm hình sự nếu hành vi phạm tội không gây hậu quả nghiêm trọng hoặc pháp nhân tự nguyện khắc phục hậu quả."
"Điều 409 Bộ luật Hình sự 2015 quy định: Tình tiết giảm nhẹ trách nhiệm hình sự của pháp nhân thương mại bao gồm việc tự nguyện khắc phục hậu quả, hợp tác với cơ quan chức năng hoặc phạm tội trong trường hợp bất khả kháng.","Tình tiết giảm nhẹ trách nhiệm hình sự của pháp nhân thương mại là gì theo Điều 409?","Tình tiết giảm nhẹ trách nhiệm hình sự của pháp nhân thương mại bao gồm tự nguyện khắc phục hậu quả, hợp tác với cơ quan chức năng hoặc phạm tội trong trường hợp bất khả kháng."
"Điều 410 Bộ luật Hình sự 2015 quy định: Tình tiết tăng nặng trách nhiệm hình sự của pháp nhân thương mại bao gồm phạm tội có tổ chức, tái phạm hoặc gây hậu quả đặc biệt nghiêm trọng.","Tình tiết tăng nặng trách nhiệm hình sự của pháp nhân thương mại là gì theo Điều 410?","Tình tiết tăng nặng trách nhiệm hình sự của pháp nhân thương mại bao gồm phạm tội có tổ chức, tái phạm hoặc gây hậu quả đặc biệt nghiêm trọng."
"Điều 411 Bộ luật Hình sự 2015 quy định: Việc áp dụng biện pháp tư pháp đối với pháp nhân thương mại có thể bao gồm buộc khôi phục nguyên trạng, bồi thường thiệt hại hoặc cấm phát hành chứng khoán.","Biện pháp tư pháp áp dụng đối với pháp nhân thương mại là gì theo Điều 411?","Biện pháp tư pháp áp dụng đối với pháp nhân thương mại bao gồm buộc khôi phục nguyên trạng, bồi thường thiệt hại hoặc cấm phát hành chứng khoán."
"Điều 412 Bộ luật Hình sự 2015 quy định: Quy trình xử lý trách nhiệm hình sự của pháp nhân thương mại tuân theo các quy định của pháp luật tố tụng hình sự.","Quy trình xử lý trách nhiệm hình sự của pháp nhân thương mại được thực hiện như thế nào theo Điều 412?","Quy trình xử lý trách nhiệm hình sự của pháp nhân thương mại tuân theo các quy định của pháp luật tố tụng hình sự."
"Điều 413 Bộ luật Hình sự 2015 quy định: Pháp nhân thương mại phạm tội có thể bị áp dụng các biện pháp cưỡng chế như phong tỏa tài khoản, kê biên tài sản hoặc tạm đình chỉ hoạt động kinh doanh.","Các biện pháp cưỡng chế áp dụng đối với pháp nhân thương mại phạm tội là gì theo Điều 413?","Các biện pháp cưỡng chế áp dụng đối với pháp nhân thương mại phạm tội bao gồm phong tỏa tài khoản, kê biên tài sản hoặc tạm đình chỉ hoạt động kinh doanh."
"Điều 414 Bộ luật Hình sự 2015 quy định: Tội cố ý làm trái quy định của Nhà nước về quản lý kinh tế gây hậu quả nghiêm trọng do pháp nhân thương mại thực hiện là hành vi cố ý vi phạm quy định về quản lý kinh tế gây thiệt hại lớn.","Tội cố ý làm trái quy định về quản lý kinh tế của pháp nhân thương mại là gì theo Điều 414?","Tội cố ý làm trái quy định về quản lý kinh tế của pháp nhân thương mại là hành vi cố ý vi phạm quy định về quản lý kinh tế gây thiệt hại lớn."
"Điều 415 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về quản lý, sử dụng tài sản công gây hậu quả nghiêm trọng do pháp nhân thương mại thực hiện là hành vi vi phạm quy định về quản lý, sử dụng tài sản công gây thiệt hại nghiêm trọng.","Tội vi phạm quy định về quản lý tài sản công của pháp nhân thương mại là gì theo Điều 415?","Tội vi phạm quy định về quản lý tài sản công của pháp nhân thương mại là hành vi vi phạm quy định về quản lý, sử dụng tài sản công gây thiệt hại nghiêm trọng."
"Điều 416 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng do pháp nhân thương mại thực hiện là hành vi vi phạm quy định về đấu thầu gây thiệt hại lớn.","Tội vi phạm quy định về đấu thầu của pháp nhân thương mại là gì theo Điều 416?","Tội vi phạm quy định về đấu thầu của pháp nhân thương mại là hành vi vi phạm quy định về đấu thầu gây thiệt hại lớn."
"Điều 417 Bộ luật Hình sự 2015 quy định: Tội buôn lậu do pháp nhân thương mại thực hiện là hành vi vận chuyển, buôn bán hàng hóa, tiền tệ qua biên giới trái với quy định của pháp luật.","Tội buôn lậu của pháp nhân thương mại là gì theo Điều 417?","Tội buôn lậu của pháp nhân thương mại là hành vi vận chuyển, buôn bán hàng hóa, tiền tệ qua biên giới trái với quy định của pháp luật."
"Điều 418 Bộ luật Hình sự 2015 quy định: Tội sản xuất, buôn bán hàng giả do pháp nhân thương mại thực hiện là hành vi sản xuất, buôn bán hàng giả hoặc hàng kém chất lượng gây thiệt hại nghiêm trọng.","Tội sản xuất, buôn bán hàng giả của pháp nhân thương mại là gì theo Điều 418?","Tội sản xuất, buôn bán hàng giả của pháp nhân thương mại là hành vi sản xuất, buôn bán hàng giả hoặc hàng kém chất lượng gây thiệt hại nghiêm trọng."
"Điều 419 Bộ luật Hình sự 2015 quy định: Tội quảng cáo gian dối do pháp nhân thương mại thực hiện là hành vi quảng cáo sai sự thật về hàng hóa, dịch vụ nhằm lừa dối khách hàng.","Tội quảng cáo gian dối của pháp nhân thương mại là gì theo Điều 419?","Tội quảng cáo gian dối của pháp nhân thương mại là hành vi quảng cáo sai sự thật về hàng hóa, dịch vụ nhằm lừa dối khách hàng."
"Điều 420 Bộ luật Hình sự 2015 quy định: Tội trốn thuế do pháp nhân thương mại thực hiện là hành vi cố ý không nộp hoặc nộp không đầy đủ thuế theo quy định của pháp luật.","Tội trốn thuế của pháp nhân thương mại là gì theo Điều 420?","Tội trốn thuế của pháp nhân thương mại là hành vi cố ý không nộp hoặc nộp không đầy đủ thuế theo quy định của pháp luật."
"Điều 421 Bộ luật Hình sự 2015 quy định: Tội rửa tiền do pháp nhân thương mại thực hiện là hành vi hợp pháp hóa tiền, tài sản có được từ hoạt động phạm tội.","Tội rửa tiền của pháp nhân thương mại là gì theo Điều 421?","Tội rửa tiền của pháp nhân thương mại là hành vi hợp pháp hóa tiền, tài sản có được từ hoạt động phạm tội."
"Điều 422 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về cạnh tranh do pháp nhân thương mại thực hiện là hành vi vi phạm quy định về cạnh tranh gây thiệt hại nghiêm trọng cho người tiêu dùng hoặc doanh nghiệp.","Tội vi phạm quy định về cạnh tranh của pháp nhân thương mại là gì theo Điều 422?","Tội vi phạm quy định về cạnh tranh của pháp nhân thương mại là hành vi vi phạm quy định về cạnh tranh gây thiệt hại nghiêm trọng cho người tiêu dùng hoặc doanh nghiệp."
"Điều 423 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về quản lý tài nguyên khoáng sản do pháp nhân thương mại thực hiện là hành vi vi phạm quy định về khai thác, sử dụng tài nguyên khoáng sản gây hậu quả nghiêm trọng.","Tội vi phạm quy định về quản lý tài nguyên khoáng sản của pháp nhân thương mại là gì theo Điều 423?","Tội vi phạm quy định về quản lý tài nguyên khoáng sản của pháp nhân thương mại là hành vi vi phạm quy định về khai thác, sử dụng tài nguyên khoáng sản gây hậu quả nghiêm trọng."
"Điều 424 Bộ luật Hình sự 2015 quy định: Tội gây ô nhiễm môi trường do pháp nhân thương mại thực hiện là hành vi xả chất thải, chất độc hại ra môi trường gây ô nhiễm nghiêm trọng.","Tội gây ô nhiễm môi trường của pháp nhân thương mại là gì theo Điều 424?","Tội gây ô nhiễm môi trường của pháp nhân thương mại là hành vi xả chất thải, chất độc hại ra 환경 gây ô nhiễm nghiêm trọng."
"Điều 425 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về bảo vệ động vật nguy cấp, quý hiếm do pháp nhân thương mại thực hiện là hành vi săn bắt, buôn bán, vận chuyển trái phép động vật nguy cấp, quý hiếm.","Tội vi phạm quy định về bảo vệ động vật nguy cấp của pháp nhân thương mại là gì theo Điều 425?","Tội vi phạm quy định về bảo vệ động vật nguy cấp của pháp nhân thương mại là hành vi săn bắt, buôn bán, vận chuyển trái phép động vật nguy cấp, quý hiếm."
"Điều 426 Bộ luật Hình sự 2015 quy định: Các quy định về áp dụng pháp luật đối với pháp nhân thương mại phạm tội được thực hiện theo các quy định của Bộ luật Tố tụng Hình sự và các văn bản pháp luật liên quan.","Quy định về áp dụng pháp luật đối với pháp nhân thương mại phạm tội được thực hiện như thế nào theo Điều 426?","Quy định về áp dụng pháp luật đối với pháp nhân thương mại phạm tội được thực hiện theo các quy định của Bộ luật Tố tụng Hình sự và các văn bản pháp luật liên quan."
