context,question,answer
"Điều 101 Bộ luật Hình sự 2015 quy định: Tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vượt quá giới hạn phòng vệ chính đáng là hành vi gây thương tích hoặc tổn hại sức khỏe do vượt quá mức cần thiết khi phòng vệ chính đáng.","Tội cố ý gây thương tích do vượt quá giới hạn phòng vệ chính đáng là gì theo Điều 101?","Tội cố ý gây thương tích do vượt quá giới hạn phòng vệ chính đáng là hành vi gây thương tích hoặc tổn hại sức khỏe do vượt quá mức cần thiết khi phòng vệ chính đáng."
"Điều 102 Bộ luật Hình sự 2015 quy định: Tội vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác là hành vi vô ý gây thương tích hoặc tổn hại sức khỏe do cẩu thả hoặc thiếu trách nhiệm.","Tội vô ý gây thương tích là gì theo Điều 102?","Tội vô ý gây thương tích là hành vi vô ý gây thương tích hoặc tổn hại sức khỏe do cẩu thả hoặc thiếu trách nhiệm."
"Điều 103 Bộ luật Hình sự 2015 quy định: Tội vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc hành chính hoặc quy tắc nghề nghiệp là hành vi vô ý gây thương tích do không tuân thủ quy tắc hành chính hoặc nghề nghiệp.","Tội vô ý gây thương tích do vi phạm quy tắc là gì theo Điều 103?","Tội vô ý gây thương tích do vi phạm quy tắc là hành vi vô ý gây thương tích do không tuân thủ quy tắc hành chính hoặc nghề nghiệp."
"Điều 104 Bộ luật Hình sự 2015 quy định: Tội hiếp dâm là hành vi dùng vũ lực, đe dọa dùng vũ lực hoặc lợi dụng tình trạng không thể tự vệ được của nạn nhân để giao cấu hoặc thực hiện hành vi quan hệ tình dục khác trái ý muốn của nạn nhân.","Tội hiếp dâm được định nghĩa như thế nào theo Điều 104?","Tội hiếp dâm là hành vi dùng vũ lực, đe dọa hoặc lợi dụng tình trạng không thể tự vệ để giao cấu hoặc thực hiện hành vi tình dục trái ý muốn của nạn nhân."
"Điều 105 Bộ luật Hình sự 2015 quy định: Tội hiếp dâm người dưới 16 tuổi là hành vi giao cấu hoặc thực hiện hành vi quan hệ tình dục khác với người dưới 16 tuổi, trừ trường hợp quan hệ tự nguyện với người từ đủ 13 đến dưới 16 tuổi và chênh lệch tuổi không quá 5 năm.","Tội hiếp dâm người dưới 16 tuổi là gì theo Điều 105?","Tội hiếp dâm người dưới 16 tuổi là hành vi giao cấu hoặc thực hiện hành vi tình dục với người dưới 16 tuổi, trừ trường hợp tự nguyện với người từ 13 đến dưới 16 tuổi và chênh lệch tuổi không quá 5 năm."
"Điều 106 Bộ luật Hình sự 2015 quy định: Tội cưỡng dâm là hành vi dùng mọi thủ đoạn khiến người lệ thuộc mình hoặc người đang ở trong tình trạng quẫn bách phải miễn cưỡng giao cấu hoặc thực hiện hành vi quan hệ tình dục khác.","Tội cưỡng dâm là gì theo Điều 106?","Tội cưỡng dâm là hành vi dùng thủ đoạn khiến người lệ thuộc hoặc người quẫn bách phải miễn cưỡng giao cấu hoặc thực hiện hành vi tình dục khác."
"Điều 107 Bộ luật Hình sự 2015 quy định: Tội cưỡng dâm người từ đủ 13 tuổi đến dưới 16 tuổi là hành vi dùng thủ đoạn khiến người từ đủ 13 đến dưới 16 tuổi miễn cưỡng giao cấu hoặc thực hiện hành vi quan hệ tình dục khác.","Tội cưỡng dâm người từ 13 đến dưới 16 tuổi là gì theo Điều 107?","Tội cưỡng dâm người từ 13 đến dưới 16 tuổi là hành vi dùng thủ đoạn khiến người từ 13 đến dưới 16 tuổi miễn cưỡng giao cấu hoặc thực hiện hành vi tình dục."
"Điều 108 Bộ luật Hình sự 2015 quy định: Tội giao cấu hoặc thực hiện hành vi quan hệ tình dục khác với người từ đủ 13 đến dưới 16 tuổi là hành vi giao cấu hoặc thực hiện hành vi tình dục với người từ đủ 13 đến dưới 16 tuổi, trừ trường hợp tự nguyện và chênh lệch tuổi không quá 5 năm.","Tội giao cấu với người từ 13 đến dưới 16 tuổi là gì theo Điều 108?","Tội giao cấu với người từ 13 đến dưới 16 tuổi là hành vi giao cấu hoặc thực hiện hành vi tình dục với người từ 13 đến dưới 16 tuổi, trừ trường hợp tự nguyện và chênh lệch tuổi không quá 5 năm."
"Điều 109 Bộ luật Hình sự 2015 quy định: Tội dâm ô đối với người dưới 16 tuổi là hành vi thực hiện hành vi dâm ô với người dưới 16 tuổi, không nhằm mục đích giao cấu hoặc quan hệ tình dục khác.","Tội dâm ô đối với người dưới 16 tuổi là gì theo Điều 109?","Tội dâm ô đối với người dưới 16 tuổi là hành vi thực hiện hành vi dâm ô với người dưới 16 tuổi, không nhằm mục đích giao cấu hoặc quan hệ tình dục."
"Điều 110 Bộ luật Hình sự 2015 quy định: Tội sử dụng người dưới 16 tuổi vào mục đích khiêu dâm là hành vi lôi kéo, dụ dỗ, ép buộc người dưới 16 tuổi tham gia hoạt động khiêu dâm.","Tội sử dụng người dưới 16 tuổi vào mục đích khiêu dâm là gì theo Điều 110?","Tội sử dụng người dưới 16 tuổi vào mục đích khiêu dâm là hành vi lôi kéo, dụ dỗ, ép buộc người dưới 16 tuổi tham gia hoạt động khiêu dâm."
"Điều 111 Bộ luật Hình sự 2015 quy định: Tội cưỡng bức làm việc là hành vi dùng vũ lực, đe dọa hoặc thủ đoạn khác buộc người khác làm việc trái ý muốn của họ.","Tội cưỡng bức làm việc là gì theo Điều 111?","Tội cưỡng bức làm việc là hành vi dùng vũ lực, đe dọa hoặc thủ đoạn khác buộc người khác làm việc trái ý muốn."
"Điều 112 Bộ luật Hình sự 2015 quy định: Tội bắt cóc nhằm chiếm đoạt tài sản là hành vi bắt cóc người khác để đòi tiền chuộc hoặc chiếm đoạt tài sản khác.","Tội bắt cóc nhằm chiếm đoạt tài sản là gì theo Điều 112?","Tội bắt cóc nhằm chiếm đoạt tài sản là hành vi bắt cóc người khác để đòi tiền chuộc hoặc chiếm đoạt tài sản khác."
"Điều 113 Bộ luật Hình sự 2015 quy định: Tội cướp tài sản là hành vi dùng vũ lực, đe dọa dùng vũ lực hoặc thủ đoạn khác để chiếm đoạt tài sản của người khác.","Tội cướp tài sản là gì theo Điều 113?","Tội cướp tài sản là hành vi dùng vũ lực, đe dọa hoặc thủ đoạn khác để chiếm đoạt tài sản của người khác."
"Điều 114 Bộ luật Hình sự 2015 quy định: Tội cướp giật tài sản là hành vi công nhiên chiếm đoạt tài sản của người khác bằng cách giật lấy nhanh chóng.","Tội cướp giật tài sản là gì theo Điều 114?","Tội cướp giật tài sản là hành vi công nhiên chiếm đoạt tài sản của người khác bằng cách giật lấy nhanh chóng."
"Điều 115 Bộ luật Hình sự 2015 quy định: Tội công nhiên chiếm đoạt tài sản là hành vi chiếm đoạt tài sản của người khác một cách công khai mà không dùng vũ lực, đe dọa hoặc thủ đoạn khác.","Tội công nhiên chiếm đoạt tài sản là gì theo Điều 115?","Tội công nhiên chiếm đoạt tài sản là hành vi chiếm đoạt tài sản công khai mà không dùng vũ lực, đe dọa hoặc thủ đoạn khác."
"Điều 116 Bộ luật Hình sự 2015 quy định: Tội trộm cắp tài sản là hành vi lén lút chiếm đoạt tài sản của người khác.","Tội trộm cắp tài sản là gì theo Điều 116?","Tội trộm cắp tài sản là hành vi lén lút chiếm đoạt tài sản của người khác."
"Điều 117 Bộ luật Hình sự 2015 quy định: Tội lừa đảo chiếm đoạt tài sản là hành vi dùng thủ đoạn gian dối để chiếm đoạt tài sản của người khác.","Tội lừa đảo chiếm đoạt tài sản là gì theo Điều 117?","Tội lừa đảo chiếm đoạt tài sản là hành vi dùng thủ đoạn gian dối để chiếm đoạt tài sản của người khác."
"Điều 118 Bộ luật Hình sự 2015 quy định: Tội lạm dụng tín nhiệm chiếm đoạt tài sản là hành vi vay, mượn, thuê tài sản của người khác hoặc nhận tài sản bằng hợp đồng rồi dùng thủ đoạn gian dối hoặc bỏ trốn để chiếm đoạt.","Tội lạm dụng tín nhiệm chiếm đoạt tài sản là gì theo Điều 118?","Tội lạm dụng tín nhiệm chiếm đoạt tài sản là hành vi vay, mượn, thuê tài sản hoặc nhận tài sản bằng hợp đồng rồi dùng thủ đoạn gian dối hoặc bỏ trốn để chiếm đoạt."
"Điều 119 Bộ luật Hình sự 2015 quy định: Tội chiếm giữ trái phép tài sản là hành vi cố ý không trả lại tài sản của người khác mà mình đang giữ hợp pháp.","Tội chiếm giữ trái phép tài sản là gì theo Điều 119?","Tội chiếm giữ trái phép tài sản là hành vi cố ý không trả lại tài sản của người khác mà mình đang giữ hợp pháp."
"Điều 120 Bộ luật Hình sự 2015 quy định: Tội hủy hoại hoặc cố ý làm hư hỏng tài sản là hành vi hủy hoại hoặc làm hư hỏng tài sản của người khác một cách cố ý.","Tội hủy hoại hoặc cố ý làm hư hỏng tài sản là gì theo Điều 120?","Tội hủy hoại hoặc cố ý làm hư hỏng tài sản là hành vi hủy hoại hoặc làm hư hỏng tài sản của người khác một cách cố ý."
"Điều 121 Bộ luật Hình sự 2015 quy định: Tội vô ý làm hư hỏng tài sản là hành vi vô ý làm hư hỏng tài sản của người khác do cẩu thả hoặc thiếu trách nhiệm.","Tội vô ý làm hur hỏng tài sản là gì theo Điều 121?","Tội vô ý làm hư hỏng tài sản là hành vi vô ý làm hư hỏng tài sản của người khác do cẩu thả hoặc thiếu trách nhiệm."
"Điều 122 Bộ luật Hình sự 2015 quy định: Tội xâm phạm chỗ ở của người khác là hành vi khám xét, lục soát, chiếm dụng hoặc phá hoại chỗ ở của người khác trái pháp luật.","Tội xâm phạm chỗ ở của người khác là gì theo Điều 122?","Tội xâm phạm chỗ ở của người khác là hành vi khám xét, lục soát, chiếm dụng hoặc phá hoại chỗ ở của người khác trái pháp luật."
"Điều 123 Bộ luật Hình sự 2015 quy định: Tội xâm phạm bí mật hoặc an toàn thư tín, điện thoại, điện tín hoặc hình thức trao đổi thông tin riêng tư khác của người khác là hành vi cố ý xâm phạm các quyền này.","Tội xâm phạm bí mật thư tín, điện thoại là gì theo Điều 123?","Tội xâm phạm bí mật thư tín, điện thoại là hành vi cố ý xâm phạm bí mật hoặc an toàn thư tín, điện thoại, điện tín hoặc thông tin riêng tư của người khác."
"Điều 124 Bộ luật Hình sự 2015 quy định: Tội vu khống là hành vi bịa đặt hoặc loan truyền điều không có thật nhằm xúc phạm danh dự, nhân phẩm hoặc gây thiệt hại quyền lợi của người khác.","Tội vu khống là gì theo Điều 124?","Tội vu khống là hành vi bịa đặt hoặc loan truyền điều không có thật nhằm xúc phạm danh dự, nhân phẩm hoặc gây thiệt hại quyền lợi của người khác."
"Điều 125 Bộ luật Hình sự 2015 quy định: Tội xúc phạm nghiêm trọng danh dự, nhân phẩm của người khác là hành vi có lời nói, hành động xúc phạm nghiêm trọng danh dự, nhân phẩm của người khác.","Tội xúc phạm nghiêm trọng danh dự, nhân phẩm là gì theo Điều 125?","Tội xúc phạm nghiêm trọng danh dự, nhân phẩm là hành vi có lời nói, hành động xúc phạm nghiêm trọng danh dự, nhân phẩm của người khác."
"Điều 126 Bộ luật Hình sự 2015 quy định: Tội làm nhục người khác là hành vi cố ý hạ thấp danh dự, nhân phẩm của người khác bằng hành vi xúc phạm nghiêm trọng.","Tội làm nhục người khác là gì theo Điều 126?","Tội làm nhục người khác là hành vi cố ý hạ thấp danh dự, nhân phẩm của người khác bằng hành vi xúc phạm nghiêm trọng."
"Điều 127 Bộ luật Hình sự 2015 quy định: Tội bắt, giữ hoặc giam người trái pháp luật là hành vi bắt, giữ hoặc giam người khác trái với quy định của pháp luật.","Tội bắt, giữ hoặc giam người trái pháp luật là gì theo Điều 127?","Tội bắt, giữ hoặc giam người trái pháp luật là hành vi bắt, giữ hoặc giam người khác trái với quy định của pháp luật."
"Điều 128 Bộ luật Hình sự 2015 quy định: Tội xâm phạm thi thể, mồ mả, hài cốt là hành vi đào mồ, hủy hoại thi thể, hài cốt hoặc mồ mả của người khác.","Tội xâm phạm thi thể, mồ mả, hài cốt là gì theo Điều 128?","Tội xâm phạm thi thể, mồ mả, hài cốt là hành vi đào mồ, hủy hoại thi thể, hài cốt hoặc mồ mả của người khác."
"Điều 129 Bộ luật Hình sự 2015 quy định: Tội tổ chức tảo hôn là hành vi tổ chức việc kết hôn cho người chưa đủ tuổi kết hôn theo quy định của pháp luật.","Tội tổ chức tảo hôn là gì theo Điều 129?","Tội tổ chức tảo hôn là hành vi tổ chức việc kết hôn cho người chưa đủ tuổi kết hôn theo quy định của pháp luật."
"Điều 130 Bộ luật Hình sự 2015 quy định: Tội ép buộc kết hôn, ly hôn hoặc cản trở hôn nhân tự nguyện, tiến bộ là hành vi dùng vũ lực, đe dọa hoặc thủ đoạn khác để ép buộc hoặc cản trở việc kết hôn, ly hôn tự nguyện.","Tội ép buộc kết hôn, ly hôn là gì theo Điều 130?","Tội ép buộc kết hôn, ly hôn là hành vi dùng vũ lực, đe dọa hoặc thủ đoạn khác để ép buộc hoặc cản trở việc kết hôn, ly hôn tự nguyện."
