context,question,answer
"Điều 301 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Tội tổ chức đánh bạc hoặc gá bạc bị phạt tù từ 3 năm đến 7 năm nếu tổ chức cho nhiều người đánh bạc hoặc thu lợi bất chính lớn.","Hành vi tổ chức đánh bạc hoặc gá bạc bị phạt như thế nào theo Điều 301 Bộ luật Hình sự 2015?","Tổ chức đánh bạc hoặc gá bạc bị phạt tù từ 3 năm đến 7 năm nếu tổ chức cho nhiều người hoặc thu lợi bất chính lớn."
"Điều 302 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Tội đánh bạc bị phạt tiền từ 20 triệu đồng đến 100 triệu đồng hoặc phạt tù từ 6 tháng đến 3 năm.","Hành vi đánh bạc bị phạt như thế nào theo Điều 302 Bộ luật Hình sự 2015?","Đánh bạc bị phạt tiền từ 20 triệu đồng đến 100 triệu đồng hoặc phạt tù từ 6 tháng đến 3 năm."
"Điều 303 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Tội tổ chức cá cược thể thao, giải trí trái phép bị phạt tiền từ 50 triệu đồng đến 300 triệu đồng hoặc phạt tù từ 1 năm đến 5 năm.","Tội tổ chức cá cược thể thao trái phép bị phạt như thế nào theo Điều 303 Bộ luật Hình sự 2015?","Tổ chức cá cược thể thao trái phép bị phạt tiền từ 50 triệu đồng đến 300 triệu đồng hoặc phạt tù từ 1 năm đến 5 năm."
"Điều 304 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Tội cung cấp trái phép thông tin mạng máy tính, mạng viễn thông bị phạt tiền từ 30 triệu đồng đến 200 triệu đồng hoặc phạt tù từ 6 tháng đến 3 năm.","Hành vi cung cấp trái phép thông tin mạng bị phạt như thế nào theo Điều 304 Bộ luật Hình sự 2015?","Cung cấp trái phép thông tin mạng bị phạt tiền từ 30 triệu đồng đến 200 triệu đồng hoặc phạt tù từ 6 tháng đến 3 năm."
"Điều 305 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Tội sử dụng mạng máy tính, mạng viễn thông để chiếm đoạt tài sản bị phạt tù từ 1 năm đến 7 năm.","Hành vi sử dụng mạng để chiếm đoạt tài sản bị phạt như thế nào theo Điều 305 Bộ luật Hình sự 2015?","Sử dụng mạng để chiếm đoạt tài sản bị phạt tù từ 1 năm đến 7 năm."
"Điều 306 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Tội phát tán chương trình tin học gây hại cho mạng máy tính, mạng viễn thông bị phạt tiền từ 50 triệu đồng đến 200 triệu đồng hoặc phạt tù từ 1 năm đến 5 năm.","Tội phát tán chương trình tin học gây hại bị phạt như thế nào theo Điều 306 Bộ luật Hình sự 2015?","Phát tán chương trình tin học gây hại bị phạt tiền từ 50 triệu đồng đến 200 triệu đồng hoặc phạt tù từ 1 năm đến 5 năm."
"Điều 307 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Tội xâm nhập trái phép vào mạng máy tính, mạng viễn thông hoặc phương tiện điện tử bị phạt tiền từ 50 triệu đồng đến 300 triệu đồng hoặc phạt tù từ 1 năm đến 7 năm.","Hành vi xâm nhập trái phép vào mạng máy tính bị phạt như thế nào theo Điều 307 Bộ luật Hình sự 2015?","Xâm nhập trái phép vào mạng máy tính bị phạt tiền từ 50 triệu đồng đến 300 triệu đồng hoặc phạt tù từ 1 năm đến 7 năm."
"Điều 308 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Tội rửa tiền bị phạt tù từ 1 năm đến 7 năm, trường hợp nghiêm trọng có thể bị phạt tù từ 7 năm đến 15 năm.","Tội rửa tiền bị phạt như thế nào theo Điều 308 Bộ luật Hình sự 2015?","Rửa tiền bị phạt tù từ 1 năm đến 7 năm, trường hợp nghiêm trọng có thể bị phạt tù từ 7 năm đến 15 năm."
"Điều 309 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Tội tài trợ khủng bố bị phạt tù từ 5 năm đến 12 năm, trường hợp đặc biệt nghiêm trọng có thể bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân.","Tội tài trợ khủng bố bị phạt như thế nào theo Điều 309 Bộ luật Hình sự 2015?","Tài trợ khủng bố bị phạt tù từ 5 năm đến 12 năm, trường hợp đặc biệt nghiêm trọng có thể bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân."
"Điều 310 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Tội trốn thuế bị phạt tiền từ 100 triệu đồng đến 500 triệu đồng hoặc phạt tù từ 3 tháng đến 2 năm, trường hợp đặc biệt nghiêm trọng có thể bị phạt tù đến 7 năm.","Tội trốn thuế bị phạt như thế nào theo Điều 310 Bộ luật Hình sự 2015?","Trốn thuế bị phạt tiền từ 100 triệu đồng đến 500 triệu đồng hoặc phạt tù từ 3 tháng đến 2 năm, trường hợp đặc biệt nghiêm trọng có thể bị phạt tù đến 7 năm."
