context,question,answer
"Điều 51 Bộ luật Hình sự 2015 quy định: Các biện pháp thay thế xử lý hình sự bao gồm khiển trách, hòa giải tại cộng đồng, cấm đi khỏi nơi cư trú, quản lý tại gia đình hoặc cơ quan, tổ chức.","Các biện pháp thay thế xử lý hình sự được quy định trong Điều 51 là gì?","Các biện pháp thay thế xử lý hình sự bao gồm khiển trách, hòa giải tại cộng đồng, cấm đi khỏi nơi cư trú, quản lý tại gia đình hoặc cơ quan, tổ chức."
"Điều 52 Bộ luật Hình sự 2015 quy định: Khiển trách là biện pháp thay thế xử lý hình sự áp dụng cho người phạm tội ít nghiêm trọng, có nhân thân tốt và tự nguyện khắc phục hậu quả.","Khiển trách là biện pháp như thế nào theo Điều 52?","Khiển trách là biện pháp thay thế xử lý hình sự áp dụng cho người phạm tội ít nghiêm trọng, có nhân thân tốt và tự nguyện khắc phục hậu quả."
"Điều 53 Bộ luật Hình sự 2015 quy định: Hòa giải tại cộng đồng là biện pháp thay thế xử lý hình sự, áp dụng khi người phạm tội và người bị hại đồng ý hòa giải và khắc phục hậu quả.","Hòa giải tại cộng đồng được áp dụng khi nào theo Điều 53?","Hòa giải tại cộng đồng áp dụng khi người phạm tội và người bị hại đồng ý hòa giải và khắc phục hậu quả."
"Điều 54 Bộ luật Hình sự 2015 quy định: Cấm đi khỏi nơi cư trú là biện pháp thay thế xử lý hình sự, buộc người phạm tội không được rời khỏi nơi cư trú trong thời gian nhất định.","Cấm đi khỏi nơi cư trú là gì theo Điều 54?","Cấm đi khỏi nơi cư trú là biện pháp buộc người phạm tội không được rời khỏi nơi cư trú trong thời gian nhất định."
"Điều 55 Bộ luật Hình sự 2015 quy định: Quản lý tại gia đình hoặc cơ quan, tổ chức là biện pháp thay thế xử lý hình sự, áp dụng cho người phạm tội ít nghiêm trọng, đặt dưới sự giám sát của gia đình hoặc cơ quan.","Quản lý tại gia đình hoặc cơ quan được áp dụng như thế nào theo Điều 55?","Quản lý tại gia đình hoặc cơ quan là biện pháp áp dụng cho người phạm tội ít nghiêm trọng, đặt dưới sự giám sát của gia đình hoặc cơ quan."
"Điều 56 Bộ luật Hình sự 2015 quy định: Các biện pháp thay thế xử lý hình sự chỉ áp dụng cho người phạm tội ít nghiêm trọng hoặc nghiêm trọng, có tình tiết giảm nhẹ đặc biệt.","Các biện pháp thay thế xử lý hình sự áp dụng cho ai theo Điều 56?","Các biện pháp thay thế xử lý hình sự áp dụng cho người phạm tội ít nghiêm trọng hoặc nghiêm trọng, có tình tiết giảm nhẹ đặc biệt."
"Điều 57 Bộ luật Hình sự 2015 quy định: Người được áp dụng biện pháp thay thế xử lý hình sự phải tuân thủ nghĩa vụ theo quy định, nếu vi phạm có thể bị xử lý hình sự.","Người được áp dụng biện pháp thay thế xử lý hình sự phải làm gì theo Điều 57?","Người được áp dụng biện pháp thay thế phải tuân thủ nghĩa vụ, nếu vi phạm có thể bị xử lý hình sự."
"Điều 58 Bộ luật Hình sự 2015 quy định: Các biện pháp tư pháp bao gồm tịch thu vật, tiền liên quan đến tội phạm, trả lại tài sản, buộc công khai xin lỗi, buộc bồi thường thiệt hại.","Các biện pháp tư pháp được quy định trong Điều 58 là gì?","Các biện pháp tư pháp bao gồm tịch thu vật, tiền liên quan đến tội phạm, trả lại tài sản, buộc công khai xin lỗi, buộc bồi thường thiệt hại."
"Điều 59 Bộ luật Hình sự 2015 quy định: Tịch thu vật, tiền trực tiếp liên quan đến tội phạm là biện pháp tư pháp buộc nộp vật, tiền liên quan đến tội phạm vào ngân sách nhà nước.","Tịch thu vật, tiền liên quan đến tội phạm là gì theo Điều 59?","Tịch thu vật, tiền liên quan đến tội phạm là biện pháp buộc nộp vật, tiền liên quan đến tội phạm vào ngân sách nhà nước."
"Điều 60 Bộ luật Hình sự 2015 quy định: Trả lại tài sản, sửa chữa hoặc bồi thường thiệt hại là biện pháp tư pháp buộc người phạm tội khắc phục hậu quả do hành vi phạm tội gây ra.","Biện pháp trả lại tài sản, bồi thường thiệt hại là gì theo Điều 60?","Trả lại tài sản, bồi thường thiệt hại là biện pháp buộc người phạm tội khắc phục hậu quả do hành vi phạm tội gây ra."
