context,question,answer
"Điều 151 Bộ luật Hình sự 2015 quy định: Tội vận chuyển trái phép chất ma túy là hành vi vận chuyển chất ma túy trái phép, không nhằm mục đích sản xuất, buôn bán hoặc tàng trữ.","Tội vận chuyển trái phép chất ma túy là gì theo Điều 151?","Tội vận chuyển trái phép chất ma túy là hành vi vận chuyển chất ma túy trái phép, không nhằm mục đích sản xuất, buôn bán hoặc tàng trữ."
"Điều 152 Bộ luật Hình sự 2015 quy định: Tội tàng trữ trái phép chất ma túy là hành vi cất giữ, lưu giữ chất ma túy trái phép, không nhằm mục đích sản xuất, buôn bán hoặc vận chuyển.","Tội tàng trữ trái phép chất ma túy là gì theo Điều 152?","Tội tàng trữ trái phép chất ma túy là hành vi cất giữ, lưu giữ chất ma túy trái phép, không nhằm mục đích sản xuất, buôn bán hoặc vận chuyển."
"Điều 153 Bộ luật Hình sự 2015 quy định: Tội sản xuất trái phép chất ma túy là hành vi sản xuất, chế tạo chất ma túy trái với quy định của pháp luật.","Tội sản xuất trái phép chất ma túy là gì theo Điều 153?","Tội sản xuất trái phép chất ma túy là hành vi sản xuất, chế tạo chất ma túy trái với quy định của pháp luật."
"Điều 154 Bộ luật Hình sự 2015 quy định: Tội mua bán trái phép chất ma túy là hành vi mua bán, trao đổi chất ma túy trái với quy định của pháp luật.","Tội mua bán trái phép chất ma túy là gì theo Điều 154?","Tội mua bán trái phép chất ma túy là hành vi mua bán, trao đổi chất ma túy trái với quy định của pháp luật."
"Điều 155 Bộ luật Hình sự 2015 quy định: Tội tổ chức sử dụng trái phép chất ma túy là hành vi tổ chức, lôi kéo người khác sử dụng chất ma túy trái phép.","Tội tổ chức sử dụng trái phép chất ma túy là gì theo Điều 155?","Tội tổ chức sử dụng trái phép chất ma túy là hành vi tổ chức, lôi kéo người khác sử dụng chất ma túy trái phép."
"Điều 156 Bộ luật Hình sự 2015 quy định: Tội chứa chấp việc sử dụng trái phép chất ma túy là hành vi cung cấp địa điểm, phương tiện để người khác sử dụng chất ma túy trái phép.","Tội chứa chấp việc sử dụng trái phép chất ma túy là gì theo Điều 156?","Tội chứa chấp việc sử dụng trái phép chất ma túy là hành vi cung cấp địa điểm, phương tiện để người khác sử dụng chất ma túy trái phép."
"Điều 157 Bộ luật Hình sự 2015 quy định: Tội cưỡng ép người khác sử dụng trái phép chất ma túy là hành vi dùng vũ lực, đe dọa hoặc thủ đoạn khác ép buộc người khác sử dụng chất ma túy.","Tội cưỡng ép người khác sử dụng trái phép chất ma túy là gì theo Điều 157?","Tội cưỡng ép người khác sử dụng trái phép chất ma túy là hành vi dùng vũ lực, đe dọa hoặc thủ đoạn khác ép buộc người khác sử dụng chất ma túy."
"Điều 158 Bộ luật Hình sự 2015 quy định: Tội lôi kéo người khác sử dụng trái phép chất ma túy là hành vi dụ dỗ, kích động người khác sử dụng chất ma túy trái phép.","Tội lôi kéo người khác sử dụng trái phép chất ma túy là gì theo Điều 158?","Tội lôi kéo người khác sử dụng trái phép chất ma túy là hành vi dụ dỗ, kích động người khác sử dụng chất ma túy trái phép."
"Điều 159 Bộ luật Hình sự 2015 quy định: Tội sản xuất, tàng trữ, vận chuyển hoặc mua bán phương tiện, dụng cụ dùng vào việc sản xuất hoặc sử dụng trái phép chất ma túy là hành vi thực hiện các hành vi này liên quan đến phương tiện, dụng cụ phục vụ sản xuất hoặc sử dụng ma túy.","Tội liên quan đến phương tiện, dụng cụ sản xuất ma túy là gì theo Điều 159?","Tội sản xuất, tàng trữ, vận chuyển hoặc mua bán phương tiện, dụng cụ dùng vào việc sản xuất hoặc sử dụng trái phép chất ma túy là hành vi thực hiện các hành vi này."
"Điều 160 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về quản lý chất ma túy là hành vi vi phạm quy định của Nhà nước về quản lý chất ma túy được phép sử dụng trong y tế, nghiên cứu.","Tội vi phạm quy định về quản lý chất ma túy là gì theo Điều 160?","Tội vi phạm quy định về quản lý chất ma túy là hành vi vi phạm quy định của Nhà nước về quản lý chất ma túy được phép sử dụng trong y tế, nghiên cứu."
