context,question,answer
"Điều 251 Bộ luật Hình sự 2015 quy định: Tội không chấp hành mệnh lệnh là hành vi của quân nhân không chấp hành mệnh lệnh của người chỉ huy hoặc cấp trên trong khi thi hành nhiệm vụ quốc phòng, gây hậu quả nghiêm trọng.","Tội không chấp hành mệnh lệnh là gì theo Điều 251?","Tội không chấp hành mệnh lệnh là hành vi của quân nhân không chấp hành mệnh lệnh của người chỉ huy hoặc cấp trên trong khi thi hành nhiệm vụ quốc phòng, gây hậu quả nghiêm trọng."
"Điều 252 Bộ luật Hình sự 2015 quy định: Tội cản trở quân nhân thi hành nhiệm vụ quốc phòng là hành vi cố ý cản trở quân nhân thực hiện nhiệm vụ quốc phòng, gây hậu quả nghiêm trọng.","Tội cản trở quân nhân thi hành nhiệm vụ quốc phòng là gì theo Điều 252?","Tội cản trở quân nhân thi hành nhiệm vụ quốc phòng là hành vi cố ý cản trở quân nhân thực hiện nhiệm vụ quốc phòng, gây hậu quả nghiêm trọng."
"Điều 253 Bộ luật Hình sự 2015 quy định: Tội đầu hàng địch là hành vi của quân nhân đầu hàng hoặc giao nộp vũ khí, phương tiện kỹ thuật quân sự cho địch, trừ trường hợp bất khả kháng.","Tội đầu hàng địch là gì theo Điều 253?","Tội đầu hàng địch là hành vi của quân nhân đầu hàng hoặc giao nộp vũ khí, phương tiện kỹ thuật quân sự cho địch, trừ trường hợp bất khả kháng."
"Điều 254 Bộ luật Hình sự 2015 quy định: Tội đào ngũ là hành vi của quân nhân tự ý bỏ nhiệm vụ, rời bỏ đơn vị hoặc nơi công tác mà không được phép, gây hậu quả nghiêm trọng.","Tội đào ngũ là gì theo Điều 254?","Tội đào ngũ là hành vi của quân nhân tự ý bỏ nhiệm vụ, rời bỏ đơn vị hoặc nơi công tác mà không được phép, gây hậu quả nghiêm trọng."
"Điều 255 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về chế độ công tác trong quân đội là hành vi vi phạm quy định về chế độ công tác của quân nhân gây hậu quả nghiêm trọng.","Tội vi phạm quy định về chế độ công tác trong quân đội là gì theo Điều 255?","Tội vi phạm quy định về chế độ công tác trong quân đội là hành vi vi phạm quy định về chế độ công tác của quân nhân gây hậu quả nghiêm trọng."
"Điều 256 Bộ luật Hình sự 2015 quy định: Tội cố ý làm lộ bí mật quân sự là hành vi cố ý làm lộ bí mật quân sự hoặc làm mất tài liệu bí mật quân sự, gây hậu quả nghiêm trọng.","Tội cố ý làm lộ bí mật quân sự là gì theo Điều 256?","Tội cố ý làm lộ bí mật quân sự là hành vi cố ý làm lộ bí mật quân sự hoặc làm mất tài liệu bí mật quân sự, gây hậu quả nghiêm trọng."
"Điều 257 Bộ luật Hình sự 2015 quy định: Tội vô ý làm lộ bí mật quân sự là hành vi vô ý làm lộ bí mật quân sự hoặc làm mất tài liệu bí mật quân sự, gây hậu quả nghiêm trọng.","Tội vô ý làm lộ bí mật quân sự là gì theo Điều 257?","Tội vô ý làm lộ bí mật quân sự là hành vi vô ý làm lộ bí mật quân sự hoặc làm mất tài liệu bí mật quân sự, gây hậu quả nghiêm trọng."
"Điều 258 Bộ luật Hình sự 2015 quy định: Tội làm mất tài liệu, vật mang bí mật quân sự là hành vi làm mất tài liệu hoặc vật mang bí mật quân sự, gây hậu quả nghiêm trọng.","Tội làm mất tài liệu, vật mang bí mật quân sự là gì theo Điều 258?","Tội làm mất tài liệu, vật mang bí mật quân sự là hành vi làm mất tài liệu hoặc vật mang bí mật quân sự, gây hậu quả nghiêm trọng."
"Điều 259 Bộ luật Hình sự 2015 quy định: Tội cố ý truyền đạt thông tin, tài liệu bí mật quân sự cho địch là hành vi cố ý cung cấp thông tin, tài liệu bí mật quân sự cho địch.","Tội cố ý truyền đạt thông tin bí mật quân sự cho địch là gì theo Điều 259?","Tội cố ý truyền đạt thông tin bí mật quân sự cho địch là hành vi cố ý cung cấp thông tin, tài liệu bí mật quân sự cho địch."
"Điều 260 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về tuần tra, canh gác trong quân đội là hành vi vi phạm quy định về tuần tra, canh gác gây hậu quả nghiêm trọng.","Tội vi phạm quy định về tuần tra, canh gác là gì theo Điều 260?","Tội vi phạm quy định về tuần tra, canh gác là hành vi vi phạm quy định về tuần tra, canh gác trong quân đội gây hậu quả nghiêm trọng."
"Điều 261 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về sử dụng phương tiện kỹ thuật quân sự là hành vi vi phạm quy định về sử dụng phương tiện kỹ thuật quân sự gây hậu quả nghiêm trọng.","Tội vi phạm quy định về sử dụng phương tiện kỹ thuật quân sự là gì theo Điều 261?","Tội vi phạm quy định về sử dụng phương tiện kỹ thuật quân sự là hành vi vi phạm quy định về sử dụng phương tiện kỹ thuật quân sự gây hậu quả nghiêm trọng."
"Điều 262 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về bảo quản vũ khí, phương tiện kỹ thuật quân sự là hành vi vi phạm quy định về bảo quản vũ khí, phương tiện kỹ thuật quân sự gây hậu quả nghiêm trọng.","Tội vi phạm quy định về bảo quản vũ khí quân sự là gì theo Điều 262?","Tội vi phạm quy định về bảo quản vũ khí quân sự là hành vi vi phạm quy định về bảo quản vũ khí, phương tiện kỹ thuật quân sự gây hậu quả nghiêm trọng."
"Điều 263 Bộ luật Hình sự 2015 quy định: Tội vi phạm quy định về huấn luyện quân sự là hành vi vi phạm quy định về huấn luyện quân sự gây hậu quả nghiêm trọng.","Tội vi phạm quy định về huấn luyện quân sự là gì theo Điều 263?","Tội vi phạm quy định về huấn luyện quân sự là hành vi vi phạm quy định về huấn luyện quân sự gây hậu quả nghiêm trọng."
