context,question,answer
"Điều 651 Bộ luật Dân sự 2015 quy định: Quyền yêu cầu bảo vệ quyền lợi hợp pháp của người tiêu dùng thuộc về cá nhân, tổ chức tiêu dùng hoặc cơ quan, tổ chức có thẩm quyền theo quy định của pháp luật.","Ai có quyền yêu cầu bảo vệ quyền lợi hợp pháp của người tiêu dùng theo Điều 651 Bộ luật Dân sự 2015?","Cá nhân, tổ chức tiêu dùng hoặc cơ quan, tổ chức có thẩm quyền có quyền yêu cầu bảo vệ quyền lợi hợp pháp của người tiêu dùng."
"Điều 652 Bộ luật Dân sự 2015 quy định: Người tiêu dùng có quyền yêu cầu bồi thường thiệt hại khi hàng hóa, dịch vụ không bảo đảm chất lượng hoặc gây thiệt hại theo quy định của pháp luật.","Người tiêu dùng có quyền gì khi hàng hóa, dịch vụ gây thiệt hại theo Điều 652 Bộ luật Dân sự 2015?","Người tiêu dùng có quyền yêu cầu bồi thường thiệt hại khi hàng hóa, dịch vụ không bảo đảm chất lượng hoặc gây thiệt hại."
"Điều 653 Bộ luật Dân sự 2015 quy định: Tổ chức, cá nhân kinh doanh hàng hóa, dịch vụ phải bồi thường thiệt hại nếu cung cấp hàng hóa, dịch vụ không bảo đảm chất lượng hoặc gây thiệt hại cho người tiêu dùng.","Ai phải bồi thường thiệt hại cho người tiêu dùng theo Điều 653 Bộ luật Dân sự 2015?","Tổ chức, cá nhân kinh doanh hàng hóa, dịch vụ phải bồi thường thiệt hại nếu hàng hóa, dịch vụ không bảo đảm chất lượng hoặc gây thiệt hại."
"Điều 654 Bộ luật Dân sự 2015 quy định: Tổ chức xã hội tham gia bảo vệ quyền lợi người tiêu dùng có quyền đại diện cho người tiêu dùng khởi kiện hoặc tự mình khởi kiện vì lợi ích công cộng theo quy định của pháp luật.","Tổ chức xã hội có quyền gì trong việc bảo vệ người tiêu dùng theo Điều 654 Bộ luật Dân sự 2015?","Tổ chức xã hội có quyền đại diện người tiêu dùng khởi kiện hoặc tự khởi kiện vì lợi ích công cộng."
"Điều 655 Bộ luật Dân sự 2015 quy định: Cơ quan nhà nước có thẩm quyền bảo vệ quyền lợi người tiêu dùng theo quy định của pháp luật về bảo vệ quyền lợi người tiêu dùng.","Ai có thẩm quyền bảo vệ quyền lợi người tiêu dùng theo Điều 655 Bộ luật Dân sự 2015?","Cơ quan nhà nước có thẩm quyền bảo vệ quyền lợi người tiêu dùng theo quy định của pháp luật."
"Điều 656 Bộ luật Dân sự 2015 quy định: Hợp đồng theo mẫu là hợp đồng được soạn sẵn bởi tổ chức, cá nhân kinh doanh để giao kết với người tiêu dùng.","Hợp đồng theo mẫu là gì theo Điều 656 Bộ luật Dân sự 2015?","Hợp đồng theo mẫu là hợp đồng được soạn sẵn bởi tổ chức, cá nhân kinh doanh để giao kết với người tiêu dùng."
"Điều 657 Bộ luật Dân sự 2015 quy định: Điều kiện giao dịch chung là các quy định được tổ chức, cá nhân kinh doanh ban hành để áp dụng trong giao dịch với người tiêu dùng.","Điều kiện giao dịch chung là gì theo Điều 657 Bộ luật Dân sự 2015?","Điều kiện giao dịch chung là các quy định do tổ chức, cá nhân kinh doanh ban hành để áp dụng trong giao dịch với người tiêu dùng."
"Điều 658 Bộ luật Dân sự 2015 quy định: Hợp đồng theo mẫu và điều kiện giao dịch chung phải được công khai để người tiêu dùng biết trước khi giao kết hợp đồng.","Hợp đồng theo mẫu và điều kiện giao dịch chung phải được thực hiện như thế nào theo Điều 658 Bộ luật Dân sự 2015?","Hợp đồng theo mẫu và điều kiện giao dịch chung phải được công khai để người tiêu dùng biết trước khi giao kết."
"Điều 659 Bộ luật Dân sự 2015 quy định: Điều khoản trong hợp đồng theo mẫu hoặc điều kiện giao dịch chung trái với quy định của pháp luật hoặc gây bất lợi cho người tiêu dùng thì vô hiệu.","Điều khoản nào trong hợp đồng theo mẫu bị vô hiệu theo Điều 659 Bộ luật Dân sự 2015?","Điều khoản trong hợp đồng theo mẫu hoặc điều kiện giao dịch chung trái pháp luật hoặc gây bất lợi cho người tiêu dùng thì vô hiệu."
"Điều 660 Bộ luật Dân sự 2015 quy định: Người tiêu dùng có quyền yêu cầu sửa đổi, bổ sung hợp đồng theo mẫu hoặc điều kiện giao dịch chung nếu nội dung gây bất lợi cho mình.","Người tiêu dùng có quyền gì với hợp đồng theo mẫu theo Điều 660 Bộ luật Dân sự 2015?","Người tiêu dùng có quyền yêu cầu sửa đổi, bổ sung hợp đồng theo mẫu hoặc điều kiện giao dịch chung nếu nội dung gây bất lợi."
