context,question,answer
"Điều 351 Bộ luật Dân sự 2015 quy định: Hợp đồng ủy quyền là sự thỏa thuận giữa các bên, theo đó bên được ủy quyền có quyền thực hiện công việc nhân danh bên ủy quyền.","Hợp đồng ủy quyền là gì theo Bộ luật Dân sự 2015?","Sự thỏa thuận giữa các bên, theo đó bên được ủy quyền có quyền thực hiện công việc nhân danh bên ủy quyền."
"Điều 352 Bộ luật Dân sự 2015 quy định: Hợp đồng ủy quyền có thể được giao kết bằng văn bản, lời nói hoặc hành vi cụ thể, trừ trường hợp pháp luật yêu cầu hình thức nhất định.","Hợp đồng ủy quyền có thể được giao kết bằng cách nào theo Bộ luật Dân sự 2015?","Bằng văn bản, lời nói hoặc hành vi cụ thể, trừ trường hợp pháp luật yêu cầu hình thức nhất định."
"Điều 353 Bộ luật Dân sự 2015 quy định: Thời hạn ủy quyền do các bên thỏa thuận hoặc do pháp luật quy định; nếu không có thỏa thuận và pháp luật không quy định thì hợp đồng ủy quyền có hiệu lực 1 năm kể từ ngày xác lập.","Thời hạn ủy quyền được xác định như thế nào theo Bộ luật Dân sự 2015?","Do các bên thỏa thuận hoặc do pháp luật quy định; nếu không có thỏa thuận và pháp luật không quy định thì có hiệu lực 1 năm kể từ ngày xác lập."
"Điều 354 Bộ luật Dân sự 2015 quy định: Bên ủy quyền có quyền đơn phương chấm dứt hợp đồng ủy quyền bất cứ lúc nào nhưng phải bồi thường thiệt hại nếu bên được ủy quyền không vi phạm.","Bên ủy quyền có quyền gì liên quan đến chấm dứt hợp đồng ủy quyền theo Bộ luật Dân sự 2015?","Đơn phương chấm dứt hợp đồng bất cứ lúc nào nhưng phải bồi thường thiệt hại nếu bên được ủy quyền không vi phạm."
"Điều 355 Bộ luật Dân sự 2015 quy định: Bên được ủy quyền có quyền đơn phương chấm dứt hợp đồng ủy quyền nếu hợp đồng không có thù lao, nhưng phải thông báo trước cho bên ủy quyền.","Bên được ủy quyền có thể chấm dứt hợp đồng ủy quyền trong trường hợp nào theo Bộ luật Dân sự 2015?","Khi hợp đồng không có thù lao, nhưng phải thông báo trước cho bên ủy quyền."
"Điều 356 Bộ luật Dân sự 2015 quy định: Nghĩa vụ của bên được ủy quyền bao gồm thực hiện công việc theo ủy quyền, báo cáo kết quả và giao lại tài sản, giấy tờ liên quan sau khi chấm dứt ủy quyền.","Nghĩa vụ của bên được ủy quyền theo Bộ luật Dân sự 2015 là gì?","Thực hiện công việc theo ủy quyền, báo cáo kết quả và giao lại tài sản, giấy tờ liên quan sau khi chấm dứt ủy quyền."
"Điều 357 Bộ luật Dân sự 2015 quy định: Bên được ủy quyền có quyền yêu cầu bên ủy quyền cung cấp thông tin, tài liệu và phương tiện cần thiết để thực hiện công việc ủy quyền.","Bên được ủy quyền có quyền gì theo Bộ luật Dân sự 2015?","Yêu cầu bên ủy quyền cung cấp thông tin, tài liệu và phương tiện cần thiết để thực hiện công việc."
"Điều 358 Bộ luật Dân sự 2015 quy định: Bên ủy quyền phải trả thù lao cho bên được ủy quyền theo thỏa thuận hoặc theo quy định của pháp luật.","Bên ủy quyền có nghĩa vụ gì liên quan đến thù lao theo Bộ luật Dân sự 2015?","Trả thù lao cho bên được ủy quyền theo thỏa thuận hoặc quy định của pháp luật."
"Điều 359 Bộ luật Dân sự 2015 quy định: Hợp đồng ủy quyền chấm dứt khi hết thời hạn, công việc hoàn thành, các bên thỏa thuận chấm dứt, hoặc một bên chết, mất tích, phá sản.","Hợp đồng ủy quyền chấm dứt khi nào theo Bộ luật Dân sự 2015?","Khi hết thời hạn, công việc hoàn thành, các bên thỏa thuận chấm dứt, hoặc một bên chết, mất tích, phá sản."
"Điều 360 Bộ luật Dân sự 2015 quy định: Khi hợp đồng ủy quyền chấm dứt, bên được ủy quyền phải hoàn trả tài sản, giấy tờ và báo cáo kết quả cho bên ủy quyền.","Khi hợp đồng ủy quyền chấm dứt, bên được ủy quyền phải làm gì theo Bộ luật Dân sự 2015?","Hoàn trả tài sản, giấy tờ và báo cáo kết quả cho bên ủy quyền."
