context,question,answer
"Điều 151 Bộ luật Dân sự 2015 quy định: Hợp đồng ủy quyền là sự thỏa thuận giữa các bên, theo đó bên được ủy quyền có nghĩa vụ thực hiện công việc nhân danh bên ủy quyền, bên ủy quyền chỉ phải trả thù lao nếu có thỏa thuận hoặc pháp luật quy định.","Hợp đồng ủy quyền được định nghĩa như thế nào theo Điều 151?","Hợp đồng ủy quyền là thỏa thuận mà bên được ủy quyền thực hiện công việc nhân danh bên ủy quyền, bên ủy quyền trả thù lao nếu có thỏa thuận hoặc pháp luật quy định."
"Điều 152 Bộ luật Dân sự 2015 quy định: Thời hạn ủy quyền do các bên thỏa thuận hoặc do pháp luật quy định; nếu không có thỏa thuận và pháp luật không quy định thì hợp đồng ủy quyền có hiệu lực 1 năm kể từ ngày xác lập.","Thời hạn ủy quyền được xác định như thế nào theo Điều 152?","Thời hạn ủy quyền do các bên thỏa thuận hoặc pháp luật quy định; nếu không có thỏa thuận và pháp luật không quy định thì hợp đồng ủy quyền có hiệu lực 1 năm."
"Điều 153 Bộ luật Dân sự 2015 quy định: Bên ủy quyền có quyền đơn phương chấm dứt thực hiện hợp đồng ủy quyền bất cứ lúc nào, nhưng phải bồi thường thiệt hại nếu gây thiệt hại cho bên được ủy quyền.","Bên ủy quyền có quyền gì theo Điều 153?","Bên ủy quyền có quyền đơn phương chấm dứt hợp đồng ủy quyền bất cứ lúc nào, nhưng phải bồi thường thiệt hại nếu gây thiệt hại."
"Điều 154 Bộ luật Dân sự 2015 quy định: Bên được ủy quyền có quyền đơn phương chấm dứt thực hiện hợp đồng ủy quyền nếu pháp luật có quy định hoặc các bên có thỏa thuận, nhưng phải bồi thường thiệt hại nếu gây thiệt hại.","Bên được ủy quyền có thể chấm dứt hợp đồng ủy quyền khi nào theo Điều 154?","Bên được ủy quyền có thể chấm dứt hợp đồng ủy quyền nếu pháp luật quy định hoặc có thỏa thuận, nhưng phải bồi thường thiệt hại nếu gây thiệt hại."
"Điều 155 Bộ luật Dân sự 2015 quy định: Hợp đồng ủy quyền chấm dứt trong các trường hợp: hết thời hạn ủy quyền; công việc được ủy quyền đã hoàn thành; bên ủy quyền hoặc bên được ủy quyền chết, bị tuyên bố mất tích hoặc mất năng lực hành vi dân sự.","Hợp đồng ủy quyền chấm dứt trong những trường hợp nào theo Điều 155?","Hợp đồng ủy quyền chấm dứt khi hết thời hạn, công việc hoàn thành, hoặc bên ủy quyền/bên được ủy quyền chết, mất tích, mất năng lực hành vi dân sự."
"Điều 156 Bộ luật Dân sự 2015 quy định: Bên được ủy quyền phải bàn giao lại tài sản, giấy tờ, công việc đã thực hiện cho bên ủy quyền khi hợp đồng ủy quyền chấm dứt.","Bên được ủy quyền phải làm gì khi hợp đồng ủy quyền chấm dứt theo Điều 156?","Bên được ủy quyền phải bàn giao lại tài sản, giấy tờ, công việc đã thực hiện cho bên ủy quyền."
"Điều 157 Bộ luật Dân sự 2015 quy định: Tài sản là vật, tiền, giấy tờ có giá, quyền tài sản thuộc sở hữu của cá nhân, pháp nhân hoặc chủ thể khác.","Tài sản được định nghĩa như thế nào theo Điều 157?","Tài sản là vật, tiền, giấy tờ có giá, quyền tài sản thuộc sở hữu của cá nhân, pháp nhân hoặc chủ thể khác."
"Điều 158 Bộ luật Dân sự 2015 quy định: Quyền tài sản là quyền dân sự có giá trị kinh tế, bao gồm quyền sở hữu trí tuệ, quyền sử dụng đất, quyền đòi nợ và các quyền tài sản khác.","Quyền tài sản bao gồm những gì theo Điều 158?","Quyền tài sản bao gồm quyền sở hữu trí tuệ, quyền sử dụng đất, quyền đòi nợ và các quyền tài sản khác có giá trị kinh tế."
"Điều 159 Bộ luật Dân sự 2015 quy định: Vật là tài sản hữu hình, bao gồm vật thể hiện hữu và vật được hình thành trong tương lai.","Vật được định nghĩa như thế nào theo Điều 159?","Vật là tài sản hữu hình, bao gồm vật thể hiện hữu và vật được hình thành trong tương lai."
"Điều 160 Bộ luật Dân sự 2015 quy định: Vật chủ yếu là vật mà khi không có nó, vật phụ không phát huy được công dụng của mình.","Vật chủ yếu được định nghĩa ra sao theo Điều 160?","Vật chủ yếu là vật mà nếu không có nó, vật phụ không phát huy được công dụng."
"Điều 161 Bộ luật Dân sự 2015 quy định: Vật phụ là vật trực tiếp phục vụ công dụng của vật chủ yếu, có thể tách rời vật chủ yếu và có giá trị sử dụng riêng.","Vật phụ được định nghĩa như thế nào theo Điều 161?","Vật phụ là vật phục vụ công dụng của vật chủ yếu, có thể tách rời và có giá trị sử dụng riêng."
"Điều 162 Bộ luật Dân sự 2015 quy định: Hoa lợi là sản vật tự nhiên mà tài sản sinh ra; lợi tức là khoản thu nhập từ việc khai thác tài sản.","Hoa lợi và lợi tức là gì theo Điều 162?","Hoa lợi là sản vật tự nhiên từ tài sản; lợi tức là khoản thu nhập từ khai thác tài sản."
"Điều 163 Bộ luật Dân sự 2015 quy định: Tài sản hiện có là tài sản đang tồn tại tại thời điểm xác lập quyền sở hữu hoặc quyền khác đối với tài sản.","Tài sản hiện có được xác định như thế nào theo Điều 163?","Tài sản hiện có là tài sản đang tồn tại tại thời điểm xác lập quyền sở hữu hoặc quyền khác."
"Điều 164 Bộ luật Dân sự 2015 quy định: Tài sản hình thành trong tương lai là tài sản chưa tồn tại tại thời điểm xác lập quyền sở hữu hoặc quyền khác nhưng sẽ được hình thành sau đó.","Tài sản hình thành trong tương lai là gì theo Điều 164?","Tài sản hình thành trong tương lai là tài sản chưa tồn tại tại thời điểm xác lập quyền nhưng sẽ được hình thành sau đó."
"Điều 165 Bộ luật Dân sự 2015 quy định: Quyền sở hữu bao gồm quyền chiếm hữu, sử dụng và định đoạt tài sản theo quy định của pháp luật.","Quyền sở hữu bao gồm những quyền nào theo Điều 165?","Quyền sở hữu bao gồm quyền chiếm hữu, sử dụng và định đoạt tài sản theo quy định của pháp luật."
"Điều 166 Bộ luật Dân sự 2015 quy định: Quyền chiếm hữu là quyền nắm giữ, quản lý tài sản một cách trực tiếp hoặc gián tiếp theo ý chí của chủ sở hữu hoặc người được giao quản lý.","Quyền chiếm hữu được định nghĩa như thế nào theo Điều 166?","Quyền chiếm hữu là quyền nắm giữ, quản lý tài sản trực tiếp hoặc gián tiếp theo ý chí của chủ sở hữu hoặc người được giao."
"Điều 167 Bộ luật Dân sự 2015 quy định: Quyền sử dụng là quyền khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản.","Quyền sử dụng là gì theo Điều 167?","Quyền sử dụng là quyền khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản."
"Điều 168 Bộ luật Dân sự 2015 quy định: Quyền định đoạt là quyền chuyển giao quyền sở hữu tài sản, từ bỏ quyền sở hữu hoặc tiêu hủy tài sản.","Quyền định đoạt tài sản bao gồm những gì theo Điều 168?","Quyền định đoạt là quyền chuyển giao quyền sở hữu, từ bỏ quyền sở hữu hoặc tiêu hủy tài sản."
"Điều 169 Bộ luật Dân sự 2015 quy định: Chủ sở hữu có quyền tự bảo vệ tài sản của mình hoặc yêu cầu cơ quan có thẩm quyền bảo vệ quyền sở hữu.","Chủ sở hữu có quyền gì để bảo vệ tài sản theo Điều 169?","Chủ sở hữu có quyền tự bảo vệ tài sản hoặc yêu cầu cơ quan có thẩm quyền bảo vệ quyền sở hữu."
"Điều 170 Bộ luật Dân sự 2015 quy định: Quyền sở hữu tài sản được bảo vệ khi bị xâm phạm, kể cả khi tài sản đó thuộc sở hữu của người khác nhưng được chiếm hữu hợp pháp.","Quyền sở hữu tài sản được bảo vệ như thế nào theo Điều 170?","Quyền sở hữu được bảo vệ khi bị xâm phạm, kể cả khi tài sản thuộc sở hữu của người khác nhưng được chiếm hữu hợp pháp."
"Điều 171 Bộ luật Dân sự 2015 quy định: Quyền sở hữu chỉ bị hạn chế trong các trường hợp do pháp luật quy định hoặc do thỏa thuận của các bên.","Quyền sở hữu bị hạn chế khi nào theo Điều 171?","Quyền sở hữu bị hạn chế theo quy định của pháp luật hoặc thỏa thuận của các bên."
"Điều 172 Bộ luật Dân sự 2015 quy định: Quyền sở hữu chung là quyền sở hữu của nhiều chủ thể đối với cùng một tài sản.","Quyền sở hữu chung được định nghĩa như thế nào theo Điều 172?","Quyền sở hữu chung là quyền sở hữu của nhiều chủ thể đối với cùng một tài sản."
"Điều 173 Bộ luật Dân sự 2015 quy định: Sở hữu chung theo phần là sở hữu chung mà phần quyền sở hữu của mỗi chủ sở hữu được xác định rõ ràng.","Sở hữu chung theo phần là gì theo Điều 173?","Sở hữu chung theo phần là sở hữu chung mà phần quyền sở hữu của mỗi chủ sở hữu được xác định rõ ràng."
"Điều 174 Bộ luật Dân sự 2015 quy định: Sở hữu chung hợp nhất là sở hữu chung mà phần quyền sở hữu của mỗi chủ sở hữu không được xác định riêng biệt.","Sở hữu chung hợp nhất được định nghĩa ra sao theo Điều 174?","Sở hữu chung hợp nhất là sở hữu chung mà phần quyền sở hữu của mỗi chủ sở hữu không được xác định riêng biệt."
"Điều 175 Bộ luật Dân sự 2015 quy định: Chủ sở hữu chung có quyền ngang nhau trong việc sử dụng, khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản chung.","Chủ sở hữu chung có quyền gì theo Điều 175?","Chủ sở hữu chung có quyền ngang nhau trong việc sử dụng, khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản chung."
"Điều 176 Bộ luật Dân sự 2015 quy định: Chủ sở hữu chung theo phần có quyền định đoạt phần quyền sở hữu của mình, nhưng phải ưu tiên cho các chủ sở hữu chung khác nếu chuyển nhượng.","Chủ sở hữu chung theo phần có quyền gì khi định đoạt tài sản theo Điều 176?","Chủ sở hữu chung theo phần có quyền định đoạt phần quyền sở hữu của mình, nhưng phải ưu tiên cho các chủ sở hữu chung khác khi chuyển nhượng."
"Điều 177 Bộ luật Dân sự 2015 quy định: Tài sản chung của các chủ sở hữu chung hợp nhất chỉ được định đoạt khi có sự đồng ý của tất cả các chủ sở hữu.","Tài sản chung hợp nhất được định đoạt như thế nào theo Điều 177?","Tài sản chung hợp nhất chỉ được định đoạt khi có sự đồng ý của tất cả các chủ sở hữu."
"Điều 178 Bộ luật Dân sự 2015 quy định: Tài sản chung của vợ chồng là tài sản chung hợp nhất, trừ trường hợp pháp luật hoặc thỏa thuận có quy định khác.","Tài sản chung của vợ chồng được coi là gì theo Điều 178?","Tài sản chung của vợ chồng là tài sản chung hợp nhất, trừ khi pháp luật hoặc thỏa thuận có quy định khác."
"Điều 179 Bộ luật Dân sự 2015 quy định: Chủ sở hữu chung theo phần có quyền yêu cầu chia tài sản chung nếu không còn cơ sở để duy trì sở hữu chung.","Chủ sở hữu chung theo phần có quyền gì theo Điều 179?","Chủ sở hữu chung theo phần có quyền yêu cầu chia tài sản chung nếu không còn cơ sở để duy trì sở hữu chung."
