context,question,answer
"Điều 251 Bộ luật Dân sự 2015 quy định: Quyền sử dụng hạn chế bất động sản liền kề là quyền của chủ sở hữu bất động sản được sử dụng bất động sản liền kề thuộc sở hữu của người khác để bảo đảm thực hiện quyền của mình theo quy định của pháp luật.","Quyền sử dụng hạn chế bất động sản liền kề là gì theo Điều 251 Bộ luật Dân sự 2015?","Quyền sử dụng hạn chế bất động sản liền kề là quyền của chủ sở hữu bất động sản sử dụng bất động sản liền kề của người khác để bảo đảm quyền của mình theo pháp luật."
"Điều 252 Bộ luật Dân sự 2015 quy định: Quyền sử dụng hạn chế bất động sản liền kề được xác lập theo thỏa thuận, theo quy định của pháp luật, hoặc theo tập quán.","Quyền sử dụng hạn chế bất động sản liền kề được xác lập như thế nào theo Điều 252 Bộ luật Dân sự 2015?","Quyền sử dụng hạn chế bất động sản liền kề được xác lập theo thỏa thuận, pháp luật, hoặc tập quán."
"Điều 253 Bộ luật Dân sự 2015 quy định: Quyền sử dụng hạn chế bất động sản liền kề bao gồm quyền về lối đi qua, thoát nước, cấp nước, tưới tiêu, cấp điện, thông tin liên lạc, và các quyền khác theo quy định của pháp luật.","Quyền sử dụng hạn chế bất động sản liền kề bao gồm những quyền nào theo Điều 253 Bộ luật Dân sự 2015?","Quyền sử dụng hạn chế bất động sản liền kề bao gồm quyền về lối đi qua, thoát nước, cấp nước, tưới tiêu, cấp điện, thông tin liên lạc, và các quyền khác theo pháp luật."
"Điều 254 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản có quyền yêu cầu chủ sở hữu bất động sản liền kề cho phép mở lối đi qua nếu không có lối đi ra đường công cộng.","Chủ sở hữu bất động sản có quyền gì khi không có lối đi ra đường công cộng theo Điều 254 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản có quyền yêu cầu chủ sở hữu bất động sản liền kề cho phép mở lối đi qua."
"Điều 255 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản bị vây bọc bởi các bất động sản khác mà không có lối đi ra phải thỏa thuận với chủ sở hữu bất động sản liền kề để mở lối đi hợp lý và bồi thường, trừ trường hợp pháp luật có quy định khác.","Chủ sở hữu bất động sản bị vây bọc phải làm gì để có lối đi ra theo Điều 255 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản bị vây bọc phải thỏa thuận với chủ sở hữu bất động sản liền kề để mở lối đi hợp lý và bồi thường, trừ khi pháp luật quy định khác."
"Điều 256 Bộ luật Dân sự 2015 quy định: Lối đi qua bất động sản liền kề phải được mở ở nơi thuận tiện nhất cho người sử dụng và gây ít thiệt hại nhất cho bất động sản có lối đi qua.","Lối đi qua bất động sản liền kề phải được mở như thế nào theo Điều 256 Bộ luật Dân sự 2015?","Lối đi qua bất động sản liền kề phải được mở ở nơi thuận tiện nhất và gây ít thiệt hại nhất cho bất động sản có lối đi qua."
"Điều 257 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản có quyền yêu cầu chủ sở hữu bất động sản liền kề cho phép thoát nước qua bất động sản của họ nếu không có cách nào khác để thoát nước.","Quyền yêu cầu thoát nước qua bất động sản liền kề được áp dụng khi nào theo Điều 257 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản có quyền yêu cầu thoát nước qua bất động sản liền kề nếu không có cách nào khác để thoát nước."
"Điều 258 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản phải bố trí hệ thống thoát nước phù hợp, không được gây thiệt hại cho bất động sản liền kề.","Chủ sở hữu bất động sản phải làm gì khi bố trí hệ thống thoát nước theo Điều 258 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản phải bố trí hệ thống thoát nước phù hợp, không gây thiệt hại cho bất động sản liền kề."
"Điều 259 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản có quyền yêu cầu chủ sở hữu bất động sản liền kề cho phép dẫn nước qua bất động sản của họ để cấp nước hoặc tưới tiêu, đồng thời phải bồi thường thiệt hại nếu có.","Chủ sở hữu bất động sản có quyền gì liên quan đến việc dẫn nước qua bất động sản liền kề theo Điều 259 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản có quyền yêu cầu dẫn nước qua bất động sản liền kề để cấp nước hoặc tưới tiêu và phải bồi thường thiệt hại nếu có."
"Điều 260 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản có quyền yêu cầu chủ sở hữu bất động sản liền kề cho phép kéo dây điện, cáp viễn thông qua bất động sản của họ nếu không có cách nào khác, và phải bồi thường thiệt hại nếu có.","Quyền kéo dây điện, cáp viễn thông qua bất động sản liền kề được thực hiện như thế nào theo Điều 260 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản có quyền yêu cầu kéo dây điện, cáp viễn thông qua bất động sản liền kề nếu không có cách nào khác và phải bồi thường thiệt hại."
"Điều 261 Bộ luật Dân sự 2015 quy định: Quyền sử dụng hạn chế bất động sản liền kề chấm dứt khi không còn nhu cầu sử dụng hoặc theo thỏa thuận của các bên.","Quyền sử dụng hạn chế bất động sản liền kề chấm dứt khi nào theo Điều 261 Bộ luật Dân sự 2015?","Quyền sử dụng hạn chế bất động sản liền kề chấm dứt khi không còn nhu cầu sử dụng hoặc theo thỏa thuận của các bên."
"Điều 262 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản liền kề có quyền yêu cầu bồi thường thiệt hại nếu việc sử dụng hạn chế bất động sản gây thiệt hại cho họ.","Ai có quyền yêu cầu bồi thường thiệt hại khi sử dụng hạn chế bất động sản liền kề theo Điều 262 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản liền kề có quyền yêu cầu bồi thường thiệt hại nếu việc sử dụng hạn chế gây thiệt hại."
"Điều 263 Bộ luật Dân sự 2015 quy định: Quyền sử dụng hạn chế bất động sản liền kề không được chuyển nhượng, trừ trường hợp quyền đó gắn liền với quyền sử dụng đất, quyền sở hữu nhà ở hoặc tài sản khác gắn liền với đất.","Quyền sử dụng hạn chế bất động sản liền kề có được chuyển nhượng không theo Điều 263 Bộ luật Dân sự 2015?","Quyền sử dụng hạn chế bất động sản liền kề không được chuyển nhượng, trừ khi gắn liền với quyền sử dụng đất, quyền sở hữu nhà ở hoặc tài sản khác gắn liền với đất."
"Điều 264 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản liền kề có nghĩa vụ không được cản trở hoặc từ chối quyền sử dụng hạn chế bất động sản liền kề theo quy định của pháp luật.","Chủ sở hữu bất động sản liền kề có nghĩa vụ gì theo Điều 264 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản liền kề không được cản trở hoặc từ chối quyền sử dụng hạn chế bất động sản liền kề theo quy định của pháp luật."
"Điều 265 Bộ luật Dân sự 2015 quy định: Quyền sử dụng hạn chế bất động sản liền kề phải được đăng ký tại cơ quan nhà nước có thẩm quyền nếu liên quan đến quyền sử dụng đất.","Quyền sử dụng hạn chế bất động sản liền kề phải được đăng ký ở đâu theo Điều 265 Bộ luật Dân sự 2015?","Quyền sử dụng hạn chế bất động sản liền kề phải được đăng ký tại cơ quan nhà nước có thẩm quyền nếu liên quan đến quyền sử dụng đất."
"Điều 266 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản có quyền yêu cầu cơ quan nhà nước có thẩm quyền xác định ranh giới giữa các bất động sản liền kề nếu có tranh chấp.","Ai có quyền yêu cầu xác định ranh giới bất động sản khi có tranh chấp theo Điều 266 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản có quyền yêu cầu cơ quan nhà nước có thẩm quyền xác định ranh giới khi có tranh chấp."
"Điều 267 Bộ luật Dân sự 2015 quy định: Ranh giới giữa các bất động sản liền kề được xác định theo thỏa thuận hoặc theo quyết định của cơ quan nhà nước có thẩm quyền.","Ranh giới giữa các bất động sản liền kề được xác định như thế nào theo Điều 267 Bộ luật Dân sự 2015?","Ranh giới giữa các bất động sản liền kề được xác định theo thỏa thuận hoặc quyết định của cơ quan nhà nước có thẩm quyền."
"Điều 268 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản có quyền dựng cột mốc, hàng rào, tường ngăn để xác định ranh giới, nhưng phải phù hợp với quy định của pháp luật.","Chủ sở hữu bất động sản có quyền gì để xác định ranh giới theo Điều 268 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản có quyền dựng cột mốc, hàng rào, tường ngăn để xác định ranh giới, nhưng phải phù hợp với quy định của pháp luật."
"Điều 269 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản liền kề phải sử dụng đất đúng mục đích, không được làm cản trở hoặc gây thiệt hại cho chủ sở hữu bất động sản khác.","Chủ sở hữu bất động sản liền kề phải sử dụng đất như thế nào theo Điều 269 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản liền kề phải sử dụng đất đúng mục đích, không được làm cản trở hoặc gây thiệt hại cho chủ sở hữu khác."
"Điều 270 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản có quyền yêu cầu chủ sở hữu bất động sản liền kề khắc phục hậu quả nếu gây thiệt hại do sử dụng đất không đúng quy định.","Ai có quyền yêu cầu khắc phục hậu quả do sử dụng đất không đúng quy định theo Điều 270 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản có quyền yêu cầu chủ sở hữu bất động sản liền kề khắc phục hậu quả nếu gây thiệt hại do sử dụng đất không đúng quy định."
"Điều 271 Bộ luật Dân sự 2015 quy định: Chủ sở hữu bất động sản có quyền yêu cầu cơ quan nhà nước có thẩm quyền giải quyết tranh chấp về quyền sử dụng hạn chế bất động sản liền kề.","Ai có quyền yêu cầu giải quyết tranh chấp về quyền sử dụng hạn chế bất động sản liền kề theo Điều 271 Bộ luật Dân sự 2015?","Chủ sở hữu bất động sản có quyền yêu cầu cơ quan nhà nước có thẩm quyền giải quyết tranh chấp về quyền sử dụng hạn chế bất động sản liền kề."
