context,question,answer
"Điều 601 Bộ luật Dân sự 2015 quy định: Hợp đồng bảo hiểm là sự thỏa thuận giữa bên mua bảo hiểm và doanh nghiệp bảo hiểm, theo đó bên mua bảo hiểm phải đóng phí bảo hiểm, còn doanh nghiệp bảo hiểm phải trả tiền bảo hiểm cho người thụ hưởng hoặc bồi thường cho bên mua bảo hiểm khi xảy ra sự kiện bảo hiểm.","Hợp đồng bảo hiểm theo Bộ luật Dân sự 2015 là gì?","Hợp đồng bảo hiểm là sự thỏa thuận giữa bên mua bảo hiểm và doanh nghiệp bảo hiểm, bên mua đóng phí, doanh nghiệp trả tiền hoặc bồi thường khi có sự kiện bảo hiểm."
"Điều 602 Bộ luật Dân sự 2015 quy định: Hợp đồng bảo hiểm phải được lập thành văn bản. Văn bản này có thể là hợp đồng bảo hiểm, giấy chứng nhận bảo hiểm, chứng thư bảo hiểm hoặc các hình thức tin điệp dữ liệu theo quy định của pháp luật.","Hình thức của hợp đồng bảo hiểm theo Bộ luật Dân sự 2015 là gì?","Hợp đồng bảo hiểm phải được lập thành văn bản, có thể là hợp đồng, giấy chứng nhận, chứng thư bảo hiểm hoặc tin điệp dữ liệu."
"Điều 603 Bộ luật Dân sự 2015 quy định: Bên mua bảo hiểm có quyền yêu cầu doanh nghiệp bảo hiểm giải thích các điều kiện, điều khoản của hợp đồng bảo hiểm. Trường hợp bên mua bảo hiểm không được giải thích rõ ràng thì các điều khoản đó được giải thích theo hướng có lợi cho bên mua bảo hiểm.","Quyền của bên mua bảo hiểm khi không hiểu rõ điều khoản hợp đồng bảo hiểm là gì?","Bên mua bảo hiểm có quyền yêu cầu giải thích điều khoản, nếu không được giải thích rõ, điều khoản được hiểu theo hướng có lợi cho bên mua."
"Điều 604 Bộ luật Dân sự 2015 quy định: Doanh nghiệp bảo hiểm có quyền yêu cầu bên mua bảo hiểm cung cấp thông tin đầy đủ, trung thực liên quan đến việc giao kết và thực hiện hợp đồng bảo hiểm. Bên mua bảo hiểm có nghĩa vụ cung cấp thông tin này.","Nghĩa vụ của bên mua bảo hiểm khi giao kết hợp đồng bảo hiểm là gì?","Bên mua bảo hiểm phải cung cấp thông tin đầy đủ, trung thực theo yêu cầu của doanh nghiệp bảo hiểm."
"Điều 605 Bộ luật Dân sự 2015 quy định: Hợp đồng bảo hiểm có hiệu lực từ thời điểm bên mua bảo hiểm đóng phí bảo hiểm hoặc doanh nghiệp bảo hiểm chấp nhận bảo hiểm, trừ trường hợp các bên có thỏa thuận khác.","Thời điểm hợp đồng bảo hiểm có hiệu lực theo Bộ luật Dân sự 2015 là khi nào?","Hợp đồng bảo hiểm có hiệu lực khi bên mua đóng phí hoặc doanh nghiệp chấp nhận bảo hiểm, trừ khi có thỏa thuận khác."
"Điều 606 Bộ luật Dân sự 2015 quy định: Trường hợp bên mua bảo hiểm chậm đóng phí bảo hiểm, doanh nghiệp bảo hiểm có quyền tạm hoãn thực hiện hợp đồng bảo hiểm hoặc yêu cầu chấm dứt hợp đồng nếu bên mua bảo hiểm không đóng phí sau khi được thông báo hợp lý.","Doanh nghiệp bảo hiểm có quyền gì nếu bên mua bảo hiểm chậm đóng phí?","Doanh nghiệp bảo hiểm có quyền tạm hoãn hoặc yêu cầu chấm dứt hợp đồng nếu bên mua chậm đóng phí sau khi được thông báo."
"Điều 607 Bộ luật Dân sự 2015 quy định: Doanh nghiệp bảo hiểm không được trả tiền bảo hiểm nếu sự kiện bảo hiểm xảy ra do lỗi cố ý của bên mua bảo hiểm, người được bảo hiểm hoặc người thụ hưởng.","Trong trường hợp nào doanh nghiệp bảo hiểm không trả tiền bảo hiểm?","Doanh nghiệp bảo hiểm không trả tiền bảo hiểm nếu sự kiện bảo hiểm xảy ra do lỗi cố ý của bên mua, người được bảo hiểm hoặc người thụ hưởng."
"Điều 608 Bộ luật Dân sự 2015 quy định: Doanh nghiệp bảo hiểm phải trả tiền bảo hiểm hoặc bồi thường trong thời hạn thỏa thuận trong hợp đồng; nếu không có thỏa thuận, thời hạn là 15 ngày kể từ khi nhận được yêu cầu đầy đủ, hợp lệ.","Thời hạn doanh nghiệp bảo hiểm phải trả tiền bảo hiểm là bao lâu nếu không có thỏa thuận?","Doanh nghiệp bảo hiểm phải trả tiền bảo hiểm trong 15 ngày kể từ khi nhận được yêu cầu đầy đủ, hợp lệ, nếu không có thỏa thuận."
"Điều 609 Bộ luật Dân sự 2015 quy định: Hợp đồng bảo hiểm chấm dứt trong các trường hợp: hết thời hạn bảo hiểm; bên mua bảo hiểm không đóng đủ phí bảo hiểm; các bên thỏa thuận chấm dứt; hoặc theo quy định của pháp luật.","Hợp đồng bảo hiểm chấm dứt trong những trường hợp nào?","Hợp đồng bảo hiểm chấm dứt khi hết thời hạn, không đóng đủ phí, thỏa thuận chấm dứt hoặc theo quy định pháp luật."
"Điều 610 Bộ luật Dân sự 2015 quy định: Hợp đồng bảo hiểm tài sản là hợp đồng bảo hiểm mà doanh nghiệp bảo hiểm bồi thường thiệt hại về tài sản của bên mua bảo hiểm khi xảy ra sự kiện bảo hiểm.","Hợp đồng bảo hiểm tài sản là gì?","Hợp đồng bảo hiểm tài sản là hợp đồng mà doanh nghiệp bảo hiểm bồi thường thiệt hại về tài sản khi xảy ra sự kiện bảo hiểm."
"Điều 611 Bộ luật Dân sự 2015 quy định: Giá trị tài sản được bảo hiểm phải được xác định tại thời điểm giao kết hợp đồng bảo hiểm, trừ trường hợp các bên có thỏa thuận khác.","Thời điểm xác định giá trị tài sản được bảo hiểm là khi nào?","Giá trị tài sản được bảo hiểm được xác định tại thời điểm giao kết hợp đồng, trừ khi có thỏa thuận khác."
"Điều 612 Bộ luật Dân sự 2015 quy định: Doanh nghiệp bảo hiểm chỉ bồi thường thiệt hại thực tế đối với tài sản được bảo hiểm, không vượt quá số tiền bảo hiểm đã thỏa thuận, trừ trường hợp có thỏa thuận khác.","Mức bồi thường của doanh nghiệp bảo hiểm đối với tài sản được bảo hiểm là bao nhiêu?","Doanh nghiệp bảo hiểm bồi thường thiệt hại thực tế, không vượt quá số tiền bảo hiểm đã thỏa thuận, trừ khi có thỏa thuận khác."
"Điều 613 Bộ luật Dân sự 2015 quy định: Khi tài sản được bảo hiểm bị thiệt hại một phần, doanh nghiệp bảo hiểm có quyền yêu cầu sửa chữa tài sản thay vì bồi thường bằng tiền nếu điều này phù hợp và tiết kiệm chi phí hơn.","Doanh nghiệp bảo hiểm có quyền gì khi tài sản được bảo hiểm bị thiệt hại một phần?","Doanh nghiệp bảo hiểm có quyền yêu cầu sửa chữa tài sản thay vì bồi thường bằng tiền nếu phù hợp và tiết kiệm hơn."
"Điều 614 Bộ luật Dân sự 2015 quy định: Sau khi bồi thường, doanh nghiệp bảo hiểm có quyền thay thế bên mua bảo hiểm để yêu cầu bên gây thiệt hại bồi thường trong phạm vi số tiền đã bồi thường.","Quyền của doanh nghiệp bảo hiểm sau khi bồi thường thiệt hại là gì?","Doanh nghiệp bảo hiểm có quyền thay thế bên mua bảo hiểm để yêu cầu bên gây thiệt hại bồi thường trong phạm vi số tiền đã bồi thường."
