context,question,answer
"Điều 551 Bộ luật Dân sự 2015 quy định: Hợp đồng gia công là hợp đồng mà bên nhận gia công thực hiện công việc để tạo ra sản phẩm theo yêu cầu của bên đặt gia công, bên đặt gia công nhận sản phẩm và trả tiền công.","Hợp đồng gia công được định nghĩa như thế nào theo Điều 551?","Hợp đồng gia công là hợp đồng mà bên nhận gia công tạo ra sản phẩm theo yêu cầu của bên đặt gia công, bên đặt gia công nhận sản phẩm và trả tiền công."
"Điều 552 Bộ luật Dân sự 2015 quy định: Bên đặt gia công có nghĩa vụ cung cấp nguyên vật liệu hoặc tài liệu kỹ thuật theo thỏa thuận, trừ trường hợp có thỏa thuận khác.","Nghĩa vụ của bên đặt gia công là gì theo Điều 552?","Bên đặt gia công phải cung cấp nguyên vật liệu hoặc tài liệu kỹ thuật theo thỏa thuận, trừ khi có thỏa thuận khác."
"Điều 553 Bộ luật Dân sự 2015 quy định: Bên nhận gia công phải thực hiện công việc đúng chất lượng, số lượng, thời hạn và các yêu cầu khác theo thỏa thuận.","Nghĩa vụ của bên nhận gia công là gì theo Điều 553?","Bên nhận gia công phải thực hiện công việc đúng chất lượng, số lượng, thời hạn và yêu cầu khác theo thỏa thuận."
"Điều 554 Bộ luật Dân sự 2015 quy định: Bên nhận gia công phải bảo quản nguyên vật liệu do bên đặt gia công cung cấp và giao sản phẩm đúng thời hạn, chất lượng như đã thỏa thuận.","Bên nhận gia công có nghĩa vụ gì về nguyên vật liệu và sản phẩm theo Điều 554?","Bên nhận gia công phải bảo quản nguyên vật liệu và giao sản phẩm đúng thời hạn, chất lượng như đã thỏa thuận."
"Điều 555 Bộ luật Dân sự 2015 quy định: Bên nhận gia công có quyền yêu cầu bên đặt gia công thanh toán tiền công đúng thời hạn và theo thỏa thuận.","Bên nhận gia công có quyền gì theo Điều 555?","Bên nhận gia công có quyền yêu cầu bên đặt gia công thanh toán tiền công đúng thời hạn và theo thỏa thuận."
"Điều 556 Bộ luật Dân sự 2015 quy định: Sản phẩm gia công thuộc quyền sở hữu của bên đặt gia công, trừ trường hợp có thỏa thuận khác.","Sản phẩm gia công thuộc quyền sở hữu của ai theo Điều 556?","Sản phẩm gia công thuộc quyền sở hữu của bên đặt gia công, trừ khi có thỏa thuận khác."
"Điều 557 Bộ luật Dân sự 2015 quy định: Bên nhận gia công chịu rủi ro về nguyên vật liệu và sản phẩm gia công trong thời gian thực hiện hợp đồng, trừ trường hợp có thỏa thuận khác.","Ai chịu rủi ro về nguyên vật liệu và sản phẩm gia công theo Điều 557?","Bên nhận gia công chịu rủi ro về nguyên vật liệu và sản phẩm gia công trong thời gian thực hiện hợp đồng, trừ khi có thỏa thuận khác."
"Điều 558 Bộ luật Dân sự 2015 quy định: Hợp đồng vận chuyển hành khách là hợp đồng mà bên vận chuyển đưa hành khách, hành lý đến địa điểm đã thỏa thuận, bên hành khách trả cước phí vận chuyển.","Hợp đồng vận chuyển hành khách được định nghĩa như thế nào theo Điều 558?","Hợp đồng vận chuyển hành khách là hợp đồng mà bên vận chuyển đưa hành khách, hành lý đến địa điểm thỏa thuận, bên hành khách trả cước phí."
"Điều 559 Bộ luật Dân sự 2015 quy định: Bên vận chuyển phải bảo đảm an toàn cho hành khách trong suốt hành trình, trừ trường hợp bất khả kháng.","Nghĩa vụ của bên vận chuyển hành khách là gì theo Điều 559?","Bên vận chuyển phải bảo đảm an toàn cho hành khách trong suốt hành trình, trừ trường hợp bất khả kháng."
"Điều 560 Bộ luật Dân sự 2015 quy định: Hành khách có quyền mang theo hành lý theo quy định của pháp luật hoặc thỏa thuận, và được bảo đảm an toàn trong suốt hành trình.","Quyền của hành khách trong hợp đồng vận chuyển là gì theo Điều 560?","Hành khách có quyền mang hành lý theo quy định hoặc thỏa thuận và được bảo đảm an toàn trong suốt hành trình."
