context,question,answer
"Điều 501 Bộ luật Dân sự 2015 quy định: Hợp đồng ủy quyền là sự thỏa thuận giữa các bên, theo đó bên được ủy quyền có quyền thực hiện công việc nhân danh bên ủy quyền, bên ủy quyền phải trả thù lao nếu có thỏa thuận hoặc pháp luật quy định.","Hợp đồng ủy quyền là gì theo Điều 501 Bộ luật Dân sự 2015?","Hợp đồng ủy quyền là sự thỏa thuận mà bên được ủy quyền thực hiện công việc nhân danh bên ủy quyền, bên ủy quyền trả thù lao nếu có thỏa thuận hoặc pháp luật quy định."
"Điều 502 Bộ luật Dân sự 2015 quy định: Hợp đồng ủy quyền phải xác định rõ phạm vi ủy quyền, thời hạn ủy quyền và quyền, nghĩa vụ của các bên.","Hợp đồng ủy quyền phải xác định những nội dung gì theo Điều 502 Bộ luật Dân sự 2015?","Hợp đồng ủy quyền phải xác định phạm vi ủy quyền, thời hạn ủy quyền và quyền, nghĩa vụ của các bên."
"Điều 503 Bộ luật Dân sự 2015 quy định: Bên được ủy quyền phải thực hiện công việc đúng phạm vi ủy quyền và thông báo cho bên ủy quyền về tiến độ công việc.","Bên được ủy quyền có nghĩa vụ gì theo Điều 503 Bộ luật Dân sự 2015?","Bên được ủy quyền phải thực hiện công việc đúng phạm vi ủy quyền và thông báo tiến độ cho bên ủy quyền."
"Điều 504 Bộ luật Dân sự 2015 quy định: Bên được ủy quyền phải bảo quản, giữ gìn tài sản và tài liệu được giao trong quá trình thực hiện ủy quyền.","Bên được ủy quyền có trách nhiệm gì với tài sản được giao theo Điều 504 Bộ luật Dân sự 2015?","Bên được ủy quyền phải bảo quản, giữ gìn tài sản và tài liệu được giao trong quá trình thực hiện ủy quyền."
"Điều 505 Bộ luật Dân sự 2015 quy định: Bên được ủy quyền có quyền yêu cầu bên ủy quyền cung cấp thông tin, tài liệu và phương tiện cần thiết để thực hiện công việc ủy quyền.","Bên được ủy quyền có quyền gì theo Điều 505 Bộ luật Dân sự 2015?","Bên được ủy quyền có quyền yêu cầu bên ủy quyền cung cấp thông tin, tài liệu và phương tiện cần thiết để thực hiện công việc."
"Điều 506 Bộ luật Dân sự 2015 quy định: Bên ủy quyền phải trả thù lao cho bên được ủy quyền theo thỏa thuận hoặc theo quy định của pháp luật.","Ai phải trả thù lao trong hợp đồng ủy quyền theo Điều 506 Bộ luật Dân sự 2015?","Bên ủy quyền phải trả thù lao cho bên được ủy quyền theo thỏa thuận hoặc quy định của pháp luật."
"Điều 507 Bộ luật Dân sự 2015 quy định: Bên ủy quyền phải bồi thường thiệt hại nếu gây thiệt hại cho bên được ủy quyền do không cung cấp đầy đủ thông tin, tài liệu hoặc phương tiện.","Ai phải bồi thường thiệt hại trong hợp đồng ủy quyền theo Điều 507 Bộ luật Dân sự 2015?","Bên ủy quyền phải bồi thường thiệt hại nếu gây thiệt hại cho bên được ủy quyền do không cung cấp đầy đủ thông tin, tài liệu hoặc phương tiện."
"Điều 508 Bộ luật Dân sự 2015 quy định: Hợp đồng ủy quyền chấm dứt khi hết thời hạn ủy quyền, công việc ủy quyền hoàn thành, hoặc một bên rút ủy quyền hay từ chối tiếp tục thực hiện.","Hợp đồng ủy quyền chấm dứt khi nào theo Điều 508 Bộ luật Dân sự 2015?","Hợp đồng ủy quyền chấm dứt khi hết thời hạn, công việc hoàn thành, hoặc một bên rút ủy quyền hay từ chối tiếp tục thực hiện."
"Điều 509 Bộ luật Dân sự 2015 quy định: Bên được ủy quyền phải hoàn trả tài sản, tài liệu cho bên ủy quyền khi hợp đồng ủy quyền chấm dứt.","Bên được ủy quyền phải làm gì khi hợp đồng ủy quyền chấm dứt theo Điều 509 Bộ luật Dân sự 2015?","Bên được ủy quyền phải hoàn trả tài sản, tài liệu cho bên ủy quyền khi hợp đồng ủy quyền chấm dứt."
"Điều 510 Bộ luật Dân sự 2015 quy định: Hợp đồng ủy quyền phải được lập thành văn bản nếu pháp luật quy định hoặc các bên có thỏa thuận.","Hợp đồng ủy quyền phải được lập như thế nào theo Điều 510 Bộ luật Dân sự 2015?","Hợp đồng ủy quyền phải được lập thành văn bản nếu pháp luật quy định hoặc các bên thỏa thuận."
