context,question,answer
"Điều 201 Bộ luật Dân sự 2015 quy định: Quyền sở hữu trí tuệ là quyền của cá nhân, pháp nhân đối với tài sản trí tuệ, bao gồm quyền tác giả, quyền liên quan, quyền sở hữu công nghiệp và quyền đối với giống cây trồng.","Theo Bộ luật Dân sự 2015, quyền sở hữu trí tuệ bao gồm những quyền nào?","Quyền tác giả, quyền liên quan, quyền sở hữu công nghiệp và quyền đối với giống cây trồng."
"Điều 202 Bộ luật Dân sự 2015 quy định: Quyền sở hữu trí tuệ được bảo hộ theo quy định của Bộ luật này và Luật sở hữu trí tuệ.","Quyền sở hữu trí tuệ được bảo hộ theo quy định nào theo Bộ luật Dân sự 2015?","Theo Bộ luật Dân sự 2015 và Luật sở hữu trí tuệ."
"Điều 203 Bộ luật Dân sự 2015 quy định: Quyền nhân thân gắn liền với tài sản trí tuệ không được chuyển giao, trừ trường hợp pháp luật có quy định khác.","Theo Bộ luật Dân sự 2015, quyền nhân thân gắn liền với tài sản trí tuệ có được chuyển giao không?","Không được chuyển giao, trừ trường hợp pháp luật có quy định khác."
"Điều 204 Bộ luật Dân sự 2015 quy định: Chủ sở hữu tài sản trí tuệ có quyền sử dụng, định đoạt và ngăn chặn người khác sử dụng trái phép tài sản trí tuệ của mình.","Chủ sở hữu tài sản trí tuệ có quyền gì theo Bộ luật Dân sự 2015?","Sử dụng, định đoạt và ngăn chặn người khác sử dụng trái phép tài sản trí tuệ."
"Điều 205 Bộ luật Dân sự 2015 quy định: Tài sản trí tuệ được chuyển giao thông qua hợp đồng, thừa kế hoặc theo quyết định của cơ quan nhà nước có thẩm quyền.","Tài sản trí tuệ được chuyển giao bằng cách nào theo Bộ luật Dân sự 2015?","Thông qua hợp đồng, thừa kế hoặc quyết định của cơ quan nhà nước có thẩm quyền."
"Điều 206 Bộ luật Dân sự 2015 quy định: Quyền sở hữu trí tuệ chấm dứt khi hết thời hạn bảo hộ theo quy định của pháp luật hoặc khi chủ thể không còn tồn tại mà không có người kế thừa hợp pháp.","Quyền sở hữu trí tuệ chấm dứt khi nào theo Bộ luật Dân sự 2015?","Khi hết thời hạn bảo hộ hoặc khi chủ thể không còn tồn tại mà không có người kế thừa hợp pháp."
"Điều 207 Bộ luật Dân sự 2015 quy định: Nhà nước, cơ quan nhà nước có thẩm quyền có trách nhiệm bảo hộ quyền sở hữu trí tuệ của cá nhân, pháp nhân.","Ai có trách nhiệm bảo hộ quyền sở hữu trí tuệ theo Bộ luật Dân sự 2015?","Nhà nước và cơ quan nhà nước có thẩm quyền."
"Điều 208 Bộ luật Dân sự 2015 quy định: Quyền đối với bí mật kinh doanh được bảo hộ nếu bí mật đó có giá trị thương mại, không được tiết lộ và được bảo vệ bằng các biện pháp cần thiết.","Theo Bộ luật Dân sự 2015, điều kiện để bí mật kinh doanh được bảo hộ là gì?","Có giá trị thương mại, không được tiết lộ và được bảo vệ bằng các biện pháp cần thiết."
"Điều 209 Bộ luật Dân sự 2015 quy định: Quyền đối với giống cây trồng bao gồm quyền sản xuất, nhân giống, bán, xuất khẩu, nhập khẩu và các quyền khác theo quy định của pháp luật.","Quyền đối với giống cây trồng bao gồm những quyền nào theo Bộ luật Dân sự 2015?","Quyền sản xuất, nhân giống, bán, xuất khẩu, nhập khẩu và các quyền khác theo quy định của pháp luật."
"Điều 210 Bộ luật Dân sự 2015 quy định: Quyền sở hữu trí tuệ được bảo hộ thông qua đăng ký hoặc tự động theo quy định của pháp luật về sở hữu trí tuệ.","Quyền sở hữu trí tuệ được bảo hộ như thế nào theo Bộ luật Dân sự 2015?","Thông qua đăng ký hoặc tự động theo quy định của pháp luật về sở hữu trí tuệ."
